Common Name,Scientific Name,ESA Listing Status,Is Foreign?,Taxonomic Family,Taxonomic Group,Taxonomic Kingdom
"Seaside, Coulter's daisy",Lasthenia glabrata coulteri,Species of Concern,FALSE,Asteraceae,Flowering Plants,Plant
Seaside goldfields,Lasthenia maritima,Resolved Taxon,FALSE,Asteraceae,Flowering Plants,Plant
Seaside Sparrow,Ammodramus maritimus,Species of Concern,FALSE,Emberizidae,Birds,Animal
Seaside tarweed,Hemizonia multicaulis multicaulis,Species of Concern,FALSE,Asteraceae,Flowering Plants,Plant
Sebastopol meadowfoam,Limnanthes vinculans,Endangered,FALSE,Limnanthaceae,Flowering Plants,Plant
Seclusive water scavenger beetle,Paracymus seclusus,Resolved Taxon,FALSE,Hydrophilidae,Insects,Animal
Secund jewelflower,Streptanthus glandulosus hoffmanii,Species of Concern,FALSE,Brassicaceae,Flowering Plants,Plant
Sedge fescue,Festuca dasyclada,Resolved Taxon,FALSE,Poaceae,Flowering Plants,Plant
Sedge Wren,Cistothorus platensis,Species of Concern,FALSE,Troglodytidae,Birds,Animal
Seepage salamander,Desmognathus aeneus,Under Review,FALSE,Plethodontidae,Amphibians,Animal
Sei whale,Balaenoptera borealis,Endangered,FALSE,Balaenopteridae,Mammals,Animal
Seledang,Bos gaurus,Endangered,TRUE,Bovidae,Mammals,Animal
Selium wingless thread bug,Nesidiolestes selium,Species of Concern,FALSE,Reduviidae,Insects,Animal
Seminole siltsnail,Cincinnatia vanhyningi,Species of Concern,FALSE,Hydrobiidae,Snails,Animal
Semipalmated Sandpiper,Calidris pusilla,Species of Concern,FALSE,Scolopacidae,Birds,Animal
Semper's warbler (=wood),Leucopeza semperi,Endangered,TRUE,Emberizidae,Birds,Animal
Seneca cave beetle,Pseudanophthalmus potomaca senecae,Species of Concern,FALSE,Carabidae,Insects,Animal
Sennett's hooded oriole,Icterus cucullatus sennetti,Species of Concern,FALSE,Emberizidae,Birds,Animal
Sensabush cave beetle,Pseudanophthalmus paradoxus,Species of Concern,FALSE,Carabidae,Insects,Animal
Sensitive joint-vetch,Aeschynomene virginica,Threatened,FALSE,Fabaceae,Flowering Plants,Plant
Sentry milk-vetch,Astragalus cremnophylax var. cremnophylax,Endangered,FALSE,Fabaceae,Flowering Plants,Plant
september 11 stickleaf,mentzelia memorabalis,Resolved Taxon,FALSE,loasaceae,Flowering Plants,Plant
Septima's clubtail,Gomphus septima,Under Review,FALSE,Gomphidae,Insects,Animal
Sequatchie caddisfly,Glyphopsyche sequatchie,Resolved Taxon,FALSE,Limnephilidae,Insects,Animal
Sequoia gooseberry,Ribes tularensis,Species of Concern,FALSE,Grossulariaceae,Flowering Plants,Plant
Sequoyah Caverns cave beetle,Pseudanophthalmus sequoyah,Species of Concern,FALSE,Carabidae,Insects,Animal
Serow,Naemorhedus (=Capricornis) sumatraensis,Endangered,TRUE,Bovidae,Mammals,Animal
Serpentine aster,Symphyotrichum depauperatum,Species of Concern,FALSE,Asteraceae,Flowering Plants,Plant
Serpentine haplopappus,Ericameria ophitidis,Resolved Taxon,FALSE,Asteraceae,Flowering Plants,Plant
Serpentine sunflower,Helianthus exilis,Resolved Taxon,FALSE,Asteraceae,Flowering Plants,Plant
Serpent Island gecko,Cyrtodactylus serpensinsula,Threatened,TRUE,Gekkonidae,Reptiles,Animal
Sessile-leaved warea,Warea sessilifolia,Resolved Taxon,FALSE,Brassicaceae,Flowering Plants,Plant
Seth Forest water scavenger beetle,Hydrochus sp.,Species of Concern,FALSE,Hydrophilidae,Insects,Animal
Setose Cream and Brown Mottle microcaddisfly,Oxyethira setosa,Status Undefined,FALSE,Hydroptilidae,Insects,Animal
Sevier snowfly,Allocapnia brooksi,Under Review,FALSE,Capniidae,Insects,Animal
Seychelles fody (weaver-finch),Foudia sechellarum,Endangered,TRUE,Ploceidae,Birds,Animal
Seychelles kestrel,Falco araea,Endangered,TRUE,Falconidae,Birds,Animal
Seychelles lesser vasa parrot,Coracopsis nigra barklyi,Endangered,TRUE,Psittacidae,Birds,Animal
Seychelles magpie-robin (thrush),Copsychus sechellarum,Endangered,TRUE,Muscicapidae,Birds,Animal
Seychelles paradise flycatcher,Terpsiphone corvina,Endangered,TRUE,Tyrannidae,Birds,Animal
Seychelles scops owl,Otus magicus (=insularis) insularis,Endangered,TRUE,Strigidae,Birds,Animal
Seychelles turtle dove,Streptopelia picturata rostrata,Endangered,TRUE,Columbidae,Birds,Animal
Seychelles warbler (old world warbler),Bebrornis sechellensis,Endangered,TRUE,Muscicapidae,Birds,Animal
Seychelles white-eye,Zosterops modesta,Endangered,TRUE,Zosteropidae,Birds,Animal
Shade-winged nesomimesan sphecid wasp,Nesomimesa sciopteryx,Species of Concern,FALSE,Sphecidae,Insects,Animal
Shaggy coil,Helicodiscus diadema,Species of Concern,FALSE,Helicodiscidae,Snails,Animal
shaggyhair alumroot,Heuchera hirsutissima,Species of Concern,FALSE,Saxifragaceae,Flowering Plants,Plant
Shaggy-hair lupine,Lupinus spectabilis,Species of Concern,FALSE,Fabaceae,Flowering Plants,Plant
shaggy horkelia,Horkelia congesta ssp. congesta,Species of Concern,FALSE,Rosaceae,Flowering Plants,Plant
Shale barren rock cress,Boechera serotina,Endangered,FALSE,Brassicaceae,Flowering Plants,Plant
Shansi sika deer,Cervus nippon grassianus,Endangered,TRUE,Cervidae,Mammals,Animal
Shapo,Ovis vignei vignei,Endangered,TRUE,Bovidae,Mammals,Animal
Shark Bay mouse,Pseudomys praeconis,Endangered,TRUE,Muridae,Mammals,Animal
Sharphead darter,Etheostoma acuticeps,Resolved Taxon,FALSE,Percidae,Fishes,Animal
Sharpnose Shiner,Notropis oxyrhynchus,Endangered,FALSE,Cyprinidae,Fishes,Animal
Sharp shinned hawk,Accipiter striatus,Species of Concern,FALSE,Accipitridae,Birds,Animal
Sharp's leafy liverwort,Plagiochila sharpii,Status Undefined,FALSE,Plagiochilaceae,Flowering Plants,Plant
Sharp's rhyncogonus weevil,Rhyncogonus sharpi,Species of Concern,FALSE,Curculionidae,Insects,Animal
Sharsmth's stickseed,Hackelia sharsmithii,Resolved Taxon,FALSE,Boraginaceae,Flowering Plants,Plant
Shasta arnica,Arnica viscosa,Resolved Taxon,FALSE,Asteraceae,Flowering Plants,Plant
Shasta chaparral,Trilobopsis roperi,Under Review,FALSE,Polygyridae,Snails,Animal
Shasta crayfish,Pacifastacus fortis,Endangered,FALSE,Cambaridae,Crustaceans,Animal
Shasta eupatorium,Ageratina shastensis,Resolved Taxon,FALSE,Asteraceae,Flowering Plants,Plant
Shasta hesperian,Vespericola shasta,Under Review,FALSE,Polygyridae,Snails,Animal
Shasta orthocarpus,Orthocarpus pachystachyus,Resolved Taxon,FALSE,Scrophulariaceae,Flowering Plants,Plant
Shasta panic grass,Dichanthelium acuminatum var. acuminatum,Resolved Taxon,FALSE,Poaceae,Flowering Plants,Plant
Shasta pebblesnail,Fluminicola multifarius,Resolved Taxon,FALSE,Hydrobiidae,Snails,Animal
Shasta River mariposa lily,Calochortus monanthus,Species of Concern,FALSE,Liliaceae,Flowering Plants,Plant
Shasta salamander,Hydromantes shastae,Resolved Taxon,FALSE,Plethodontidae,Amphibians,Animal
Shasta sideband,Monadenia troglodytes troglodytes,Under Review,FALSE,Helminthoglyptida,Snails,Animal
Shasta snow-wreath,Neviusia cliftonii,Under Review,FALSE,Rosaceae,Flowering Plants,Plant
Shaw Island Townsend's vole,Microtus townsendii pugeti,Resolved Taxon,FALSE,Muridae,Mammals,Animal
Shawnee darter,Etheostoma tecumsehi,Under Review,FALSE,Percidae,Fishes,Animal
Shaw's agave,Agave shawii,Species of Concern,FALSE,Agavaceae,Flowering Plants,Plant
Sheathed deathcamus,Zigadenus vaginatus,Resolved Taxon,FALSE,Liliaceae,Flowering Plants,Plant
Sheath-tailed Bat,Emballonura semicaudata semicaudata,Species of Concern,FALSE,Emballonuridae,Mammals,Animal
Sheepnose Mussel,Plethobasus cyphyus,Endangered,FALSE,Unionidae,Clams,Animal
Sheldon tui chub,Siphateles bicolor eurysoma,Species of Concern,FALSE,Cyprinidae,Fishes,Animal
Shelled cave springtail,Pseudosinella testa,Species of Concern,FALSE,Entomobryidae,Insects,Animal
Shelta Cave crayfish,Orconectes sheltae,Under Review,FALSE,Cambaridae,Crustaceans,Animal
Shelton pocket gopher,Thomomys mazama couchi,Resolved Taxon,FALSE,Geomyidae,Mammals,Animal
Shenandoah cave beetle,Pseudanophthalmus limicola,Under Review,FALSE,Carabidae,Insects,Animal
Shenandoah salamander,Plethodon shenandoah,Endangered,FALSE,Plethodontidae,Amphibians,Animal
Shenandoah Valley cave amphipod,Stygobromus gracilipes,Resolved Taxon,FALSE,Crangonyctidae,Crustaceans,Animal
Sherff railliardia,Dubautia sherffiana,Species of Concern,FALSE,Asteraceae,Flowering Plants,Plant
Sherman's fox squirrel,Sciurus niger shermani,Species of Concern,FALSE,Sciuridae,Mammals,Animal
Sherman's southeastern pocket gopher,Geomys pinetis fontanelus,Resolved Taxon,FALSE,Geomyidae,Mammals,Animal
Shevock's milk-vetch,Astragalus shevockii,Resolved Taxon,FALSE,Fabaceae,Flowering Plants,Plant
Shining milk-vetch,Astragalus lentiginosus micans,Resolved Taxon,FALSE,Fabaceae,Flowering Plants,Plant
Shinner's false-foxglove,Tomanthera pseudaphylla,Species of Concern,FALSE,Scrophulariaceae,Flowering Plants,Plant
Shinner's sunflower,Helianthus occidentalis ssp. plantagineus,Status Undefined,FALSE,Asteraceae,Flowering Plants,Plant
Shinner's tickle-tongue,Zanthoxylum parvum,Resolved Taxon,FALSE,Rutaceae,Flowering Plants,Plant
Shiny pigtoe,Fusconaia cor,"Experimental Population, Non-Essential",FALSE,Unionidae,Clams,Animal
Shiny pigtoe,Fusconaia cor,"Experimental Population, Non-Essential",FALSE,Unionidae,Clams,Animal
Shiny pigtoe,Fusconaia cor,Endangered,FALSE,Unionidae,Clams,Animal
Shinyrayed pocketbook,Lampsilis subangulata,Endangered,FALSE,Unionidae,Clams,Animal
Ship Sturgeon,Acipenser nudiventris,Under Review,TRUE,Acipenseridae,Fishes,Animal
Shirley Meadows mariposa lily,Calochortus westonii,Species of Concern,FALSE,Liliaceae,Flowering Plants,Plant
Shirttail Creek stonefly,Megaleuctra sierra,Species of Concern,FALSE,Leuctridae,Insects,Animal
Shivwits milk-vetch,Astragalus ampullarioides,Endangered,FALSE,Fabaceae,Flowering Plants,Plant
Shoal sprite,Amphigyra alabamensis,Species of Concern,FALSE,Planorbidae,Snails,Animal
Shoals spider-lily,Hymenocallis coronaria,Species of Concern,FALSE,Liliaceae,Flowering Plants,Plant
Shockley's rock-cress,Arabis shockleyi,Resolved Taxon,FALSE,Brassicaceae,Flowering Plants,Plant
Short-billed Dowitcher,Limnodromus griseus,Species of Concern,FALSE,Scolopacidae,Birds,Animal
Short-eared Owl,Asio flammeus,Species of Concern,FALSE,Strigidae,Birds,Animal
Shortface lanx,Fisherola nuttalli,Resolved Taxon,FALSE,Lymnaeidae,Snails,Animal
Short-foot ectemnius sphecid wasp,Ectemnius curtipes,Species of Concern,FALSE,Sphecidae,Insects,Animal
Short-fruited spikerush,Eleocharis brachycarpa,Resolved Taxon,FALSE,Cyperaceae,Flowering Plants,Plant
Short-headed garter snake,Thamnophis brachystoma,Species of Concern,FALSE,Colubridae,Reptiles,Animal
Shortjaw cisco,Coregonus zenithicus,Species of Concern,FALSE,Salmonidae,Fishes,Animal
Short-jointed beavertail cactus,Opuntia basilaris brachyclada,Species of Concern,FALSE,Cactaceae,Flowering Plants,Plant
Short-leaved dudleya,Dudleya blochmaniae blochmaniae,Species of Concern,FALSE,Crassulaceae,Flowering Plants,Plant
Short-leaved dudleya,Dudleya blochmaniae brevifolia,Resolved Taxon,FALSE,Crassulaceae,Flowering Plants,Plant
Short-leaved rosemary,Conradina brevifolia,Endangered,FALSE,Lamiaceae,Flowering Plants,Plant
Short-lobed broomrape,Orobanche parishii brachyloba,Species of Concern,FALSE,Orobanchaceae,Flowering Plants,Plant
Short-lobed paintbrush,Castilleja brevilobata,Resolved Taxon,FALSE,Scrophulariaceae,Flowering Plants,Plant
Short-necked or western swamp turtle,Pseudemydura umbrina,Endangered,TRUE,Chelidae,Reptiles,Animal
Shortneck snaggletooth,Gastrocopta dalliana dalliana,Species of Concern,FALSE,Pupillidae,Snails,Animal
Shortnose cisco,Coregonus reighardi,Species of Concern,FALSE,Salmonidae,Fishes,Animal
Short-nosed kangaroo rat,Dipodomys nitratoides brevinasus,Species of Concern,FALSE,Heteromyidae,Mammals,Animal
Shortnose sturgeon,Acipenser brevirostrum,Endangered,FALSE,Acipenseridae,Fishes,Animal
Shortnose Sucker,Chasmistes brevirostris,Endangered,FALSE,Catostomidae,Fishes,Animal
Short-podded thelypody,Thelypodium brachycarpum,Resolved Taxon,FALSE,Brassicaceae,Flowering Plants,Plant
Shortridge's mouse,Pseudomys shortridgei,Endangered,TRUE,Muridae,Mammals,Animal
Short Samoan tree snail,Somoana abbreviata,Species of Concern,FALSE,Partulidae,Snails,Animal
Short's bladderpod,Physaria globosa,Endangered,FALSE,Brassicaceae,Flowering Plants,Plant
Short's goldenrod,Solidago shortii,Endangered,FALSE,Asteraceae,Flowering Plants,Plant
Short-spire elimia,Elimia brevis,Resolved Taxon,FALSE,Pleuroceridae,Snails,Animal
Shortspire hornsnail,Pleurocera curta,Under Review,FALSE,Pleuroceridae,Snails,Animal
Short-tailed albatross,Phoebastria (=Diomedea) albatrus,Endangered,FALSE,Diomedeidae,Birds,Animal
short-tailed hawk,Buteo brachyurus,Status Undefined,FALSE,Accipitridae,Birds,Animal
short-tailed hawk,Buteo brachyurus,Species of Concern,FALSE,Accipitridae,Birds,Animal
Short-tailed snake,Stilosoma extenuatum,Under Review,FALSE,Colubridae,Reptiles,Animal
Shoshone pupfish,Cyprinodon nevadensis shoshone,Species of Concern,FALSE,Cyprinodontidae,Fishes,Animal
Shoshone sculpin,Cottus greenei,Resolved Taxon,FALSE,Cottidae,Fishes,Animal
Shou,Cervus elaphus wallichi,Endangered,TRUE,Cervidae,Mammals,Animal
Shovelnose Sturgeon,Scaphirhynchus platorynchus,Similarity of Appearance (Threatened),FALSE,Acipenseridae,Fishes,Animal
Showy Indian clover,Trifolium amoenum,Endangered,FALSE,Fabaceae,Flowering Plants,Plant
Showy madia,madia radiata,Species of Concern,FALSE,asteraceae,Flowering Plants,Plant
Showy raillardella,Raillardella pringlei,Species of Concern,FALSE,Asteraceae,Flowering Plants,Plant
Showy stickseed,Hackelia venusta,Endangered,FALSE,Boraginaceae,Flowering Plants,Plant
Shriver's Purple Fringed Orchid,Platanthera shriveri,Species of Concern,FALSE,Orchidaceae,Flowering Plants,Plant
Shrubby reed-mustard,Schoenocrambe suffrutescens,Endangered,FALSE,Brassicaceae,Flowering Plants,Plant
Shutispear crayfish,Procambarus lylei,Status Undefined,FALSE,Cambaridae,Crustaceans,Animal
Siamang,Symphalangus syndactylus,Endangered,TRUE,Pongidae,Mammals,Animal
Siamese crocodile,Crocodylus siamensis,Endangered,TRUE,Crocodylidae,Reptiles,Animal
Siberian sturgeon,Acipenser baerii,Under Review,TRUE,Acipenseridae,Fishes,Animal
Siberian white Crane,Grus leucogeranus,Endangered,TRUE,Gruidae,Birds,Animal
Sichuan snub-nosed monkey,Rhinopithecus roxellana,Endangered,TRUE,Cercopithecidae,Mammals,Animal
Sickle darter,Percina williamsi,Proposed Threatened,FALSE,Percidae,Fishes,Animal
Sicklefin chub,Macrhybopsis meeki,Under Review,FALSE,Cyprinidae,Fishes,Animal
Sicklefin redhorse,Moxostoma sp.,Under Review,FALSE,Catostomidae,Fishes,Animal
Sidelong supercoil,Paravitrea ceres,Species of Concern,FALSE,Zonitidae,Snails,Animal
sidewinder,Crotalus cerastes,Species of Concern,FALSE,viperidae,Reptiles,Animal
Sierra Ancha Talussnail,Sonorella anchana,Resolved Taxon,FALSE,Helminthoglyptidae,Snails,Animal
Sierra Blanca Woodlandsnail,Ashmunella rhyssa,Resolved Taxon,FALSE,Polygyridae,Snails,Animal
Sierra corydalis,Corydalis caseana caseana,Resolved Taxon,FALSE,Fumariaceae,Flowering Plants,Plant
Sierra Nevada bighorn sheep,Ovis canadensis sierrae,Endangered,FALSE,Bovidae,Mammals,Animal
Sierra Nevada bleeding-heart,Dicentra nevadensis,Resolved Taxon,FALSE,Fumariaceae,Flowering Plants,Plant
Sierra Nevada red fox,Vulpes vulpes necator,Resolved Taxon,FALSE,Canidae,Mammals,Animal
Sierra Nevada red fox,Vulpes vulpes necator,Endangered,FALSE,Canidae,Mammals,Animal
Sierra Nevada red fox,Vulpes vulpes ssp. necator,Status Undefined,FALSE,Canidae,Mammals,Animal
Sierra Nevada snowshoe hare,Lepus americanus tahoensis,Species of Concern,FALSE,Leporidae,Mammals,Animal
Sierra Nevada Yellow-legged Frog,Rana sierrae,Endangered,FALSE,Ranidae,Amphibians,Animal
Sierra night lizard,Xantusia vigilis sierrae,Species of Concern,FALSE,Xantusiidae,Reptiles,Animal
Sierra pygmy grasshopper,Tetrix sierrana,Species of Concern,FALSE,Tetrigidae,Insects,Animal
Sierra sedge,Carex mariposana,Resolved Taxon,FALSE,Cyperaceae,Flowering Plants,Plant
Sierra sweet-bay,Myrica hartwegii,Resolved Taxon,FALSE,Myricaceae,Flowering Plants,Plant
Sierra Valley evening-primrose,Camissonia tanacetifolia quadriperforata,Resolved Taxon,FALSE,Onagraceae,Flowering Plants,Plant
Sierra Valley ivesia,Ivesia aperta aperta,Species of Concern,FALSE,Rosaceae,Flowering Plants,Plant
Sierra Vieja brickellia,Brickellia viejensis,Species of Concern,FALSE,Asteraceae,Flowering Plants,Plant
Sifakas,Propithecus spp.,Endangered,TRUE,Indridae,Mammals,Animal
Siler pincushion cactus,"Pediocactus (=Echinocactus,=Utahia) sileri",Threatened,FALSE,Cactaceae,Flowering Plants,Plant
Siler's Fishhook Cactus,Sclerocactus sileri,Resolved Taxon,FALSE,Cactaceae,Flowering Plants,Plant
Silken cave beetle,Pseudanophthalmus sericus,Under Review,FALSE,Carabidae,Insects,Animal
Silky cryptantha,Cryptantha crinita,Species of Concern,FALSE,Boraginaceae,Flowering Plants,Plant
Silky pocket mouse,Perognathus flavus goodpasteri,Species of Concern,FALSE,Heteromyidae,Mammals,Animal
Silt elimia,Elimia haysiana,Species of Concern,FALSE,Pleuroceridae,Snails,Animal
Silver cholla,Opuntia imbricata argentea,Species of Concern,FALSE,Cactaceae,Flowering Plants,Plant
Silver Creek blind harvestman,Calicina jungi,Resolved Taxon,FALSE,Phalangodidae,Arachnids,Animal
Silver Creek Holospira,Holospira sherbrookei,Resolved Taxon,FALSE,Urocoptidae,Snails,Animal
Silver Creek Woodlandsnail,Ashmunella binneyi,Resolved Taxon,FALSE,Polygyridae,Snails,Animal
Silver Glen Springs crayfish,Procambarus attiguus,Under Review,FALSE,Cambaridae,Crustaceans,Animal
Silver-haired bat,lasionycteris noctivagans,Species of Concern,FALSE,vespertilionidae,Mammals,Animal
Silver-haired ivesia,Ivesia argyrocoma,Species of Concern,FALSE,Rosaceae,Flowering Plants,Plant
Silverling,Paronychia argyrocoma,Resolved Taxon,FALSE,Caryophyllaceae,Flowering Plants,Plant
Silver rice rat,Oryzomys argentatus,Status Undefined,FALSE,Muridae,Mammals,Animal
Silver rice rat,Oryzomys palustris natator,Endangered,FALSE,Muridae,Mammals,Animal
"Silver, San Clemente Island hosackia",Lotus argophyllus adsurgens,Resolved Taxon,FALSE,Fabaceae,Flowering Plants,Plant
"Silver, Santa Cruz Island hosackia",Lotus argophyllus niveus,Species of Concern,FALSE,Fabaceae,Flowering Plants,Plant
Silverspot,Speyeria nokomis nokomis,Under Review,FALSE,Nymphalidae,Insects,Animal
Silver trout,Salvelinus agassizii,Resolved Taxon,FALSE,Salmonidae,Fishes,Animal
Silver wolfberry,Lycium puberulum berberioides,Resolved Taxon,FALSE,Solanaceae,Flowering Plants,Plant
Silvery legless lizard,Anniella pulchra pulchra,Species of Concern,FALSE,Anniellidae,Reptiles,Animal
Silvery nailwort,Paronychia virginica var. virginica,Species of Concern,FALSE,Caryophyllaceae,Flowering Plants,Plant
Simien fox,Canis simensis,Endangered,TRUE,Canidae,Mammals,Animal
Simple Amphipod,Stygobromus simplex,Resolved Taxon,FALSE,Crangonyctidae,Crustaceans,Animal
Simple hydroporus diving beetle,Hydroporus simplex,Species of Concern,FALSE,Dytiscidae,Insects,Animal
Simple-necked long-horned beetle,Plagithmysus simplicicollis,Species of Concern,FALSE,Cerambycidae,Insects,Animal
Simple rhyncogonus weevil,Rhyncogonus simplex,Species of Concern,FALSE,Curculionidae,Insects,Animal
Simple yellow-faced bee,Hylaeus simplex,Species of Concern,FALSE,Hylaeidae,Insects,Animal
Simpson's prickly-apple,Cereus gracilis simpsonii,Species of Concern,FALSE,Cactaceae,Flowering Plants,Plant
Simpson stopper,Myrcianthes fragrans simpsonii,Species of Concern,FALSE,Myrtaceae,Flowering Plants,Plant
Sinaloan jaguarundi,Puma yagouaroundi tolteca,Endangered,TRUE,Felidae,Mammals,Animal
Singapore roundleaf horseshoe bat,Hipposideros ridleyi,Endangered,TRUE,Hipposideridae,Mammals,Animal
Sira curassow,Pauxi koepckeae,Candidate,TRUE,Cracidae,Birds,Animal
Siskiyou buckwheat,Eriogonum siskiyouense,Resolved Taxon,FALSE,Polygonaceae,Flowering Plants,Plant
