ECOS Listed Species ID	Common Name	Scientific Name	ESA Listing Status	Is Foreign?	Taxonomic Family_1
2885	Confusion caddisfly	Cryptochia shasta	Species of Concern	FALSE	Limnephilidae
3663	Denning's cryptic caddisfly	Cryptochia denningi	Species of Concern	FALSE	Limnephilidae
2445	Fort Dick limnephilus caddisfly	Limnephilus atercus	Species of Concern	FALSE	Limnephilidae
5835	Golden-horned caddisfly	Neothremma genella	Species of Concern	FALSE	Limnephilidae
1776	Green Springs Mountain farulan caddisfly	Farula davisi	Species of Concern	FALSE	Limnephilidae
2077	Headwater chilostigman caddisfly	Chilostigma itascae	Species of Concern	FALSE	Limnephilidae
6636	Kings Canyon cryptochian caddisfly	Cryptochia excella	Species of Concern	FALSE	Limnephilidae
6093	King's Creek ecclisomyian caddisfly	Ecclisomyia bilera	Species of Concern	FALSE	Limnephilidae
5542	Klamath limnephilan caddisfly	Limnephilus alconura	Resolved Taxon	FALSE	Limnephilidae
4707	Long-tailed caddisfly	Farula sp.	Species of Concern	FALSE	Limnephilidae
6861	Missouri glyphopsyche caddisfly	Glyphopsyche missouri	Species of Concern	FALSE	Limnephilidae
6975	Mt. Hood farulan caddisfly	Farula jewetti	Species of Concern	FALSE	Limnephilidae
10949	No common name	Limnephilus adapus	Resolved Taxon	FALSE	Limnephilidae
9627	Platte River caddisfly	Ironoquia plattensis	Resolved Taxon	FALSE	Limnephilidae
5958	Sagehen Creek goeracean caddisfly	Goeracea oregona	Species of Concern	FALSE	Limnephilidae
3748	Sequatchie caddisfly	Glyphopsyche sequatchie	Resolved Taxon	FALSE	Limnephilidae
7737	Siskiyou caddisfly	Neothremma siskiyou	Species of Concern	FALSE	Limnephilidae
5127	Tombstone Prairie farulan caddisfly	Farula reapiri	Species of Concern	FALSE	Limnephilidae
8252	Tombstone Prairie oligophlebodes caddisfly	Oligophlebodes mostbento	Species of Concern	FALSE	Limnephilidae
6955	Brewer's dwarf-flax	Hesperolinon breweri	Species of Concern	FALSE	Linaceae
7206	Carter's small-flowered flax	Linum carteri carteri	Endangered	FALSE	Linaceae
4301	Drymaria dwarf-flax	Hesperolinon drymarioides	Species of Concern	FALSE	Linaceae
1973	Glandular dwarf-flax	Hesperolinon adenophyllum	Species of Concern	FALSE	Linaceae
7179	Lake County dwarf-flax	Hesperolinon didymocarpum	Species of Concern	FALSE	Linaceae
730	Marin dwarf-flax	Hesperolinon congestum	Threatened	FALSE	Linaceae
4424	No common name	Linum sulcatum harperi	Species of Concern	FALSE	Linaceae
1535	Sand flax	Linum arenicola	Endangered	FALSE	Linaceae
7594	Tehama dwarf-flax	Hesperolinon tehamense	Species of Concern	FALSE	Linaceae
4390	Two carpeled dwarf-flax	Hesperolinon bicarpellatum	Species of Concern	FALSE	Linaceae
3055	[Unnamed] flax	Linum carteri smallii	Species of Concern	FALSE	Linaceae
2535	[Unnamed] flax	Linum macrocarpum	Species of Concern	FALSE	Linaceae
6088	West's flax	Linum westii	Under Review	FALSE	Linaceae
3337	California linderiella	Linderiella occidentalis	Resolved Taxon	FALSE	Linderiellidae
7628	piedmont false pimpernel	Lindernia monticola	Resolved Taxon	FALSE	Linderniaceae
1797	Newcomb's littorine snail	Algamorda newcombiana	Species of Concern	FALSE	Littorinidae
776	Ash Meadows blazingstar	Mentzelia leucophylla	Threatened	FALSE	Loasaceae
6272	Clay blazing-star	Mentzelia argillosa	Species of Concern	FALSE	Loasaceae
6044	Death Valley sandpaperplant	Petalonyx thurberi gilmanii	Species of Concern	FALSE	Loasaceae
9639	Goodrich's Blazingstar	Mentzelia goodrichii	Resolved Taxon	FALSE	Loasaceae
8155	Hairy stickleaf	Mentzelia hirsutissima stenophylla	Resolved Taxon	FALSE	Loasaceae
4919	No common name	Mentzelia multicaulis var. librina	Species of Concern	FALSE	Loasaceae
2426	No common name	Mentzelia shultziorum	Resolved Taxon	FALSE	Loasaceae
2696	Packard's stickleaf	Mentzelia packardiae	Resolved Taxon	FALSE	Loasaceae
3368	Royal Gorge stickleaf	Mentzelia densa	Resolved Taxon	FALSE	Loasaceae
9927	september 11 stickleaf	mentzelia memorabalis	Resolved Taxon	FALSE	Loasaceae
1879	Smooth stickleaf	Mentzelia mollis	Resolved Taxon	FALSE	Loasaceae
2565	[Unnamed] stickleaf	Mentzelia nitens leptocaulis	Resolved Taxon	FALSE	Loasaceae
6247	White-stemmed evening-star	Mentzelia albicaulis	Status Undefined	FALSE	Loasaceae
5773	Bog labordia	Labordia hedyosmifolia	Resolved Taxon	FALSE	Loganiaceae
836	Gentian pinkroot	Spigelia gentianoides	Endangered	FALSE	Loganiaceae
954	Kamakahala	Labordia cyrtandrae	Endangered	FALSE	Loganiaceae
2547	Kamakahala	Labordia fagraeoidea fagraeoidea	Resolved Taxon	FALSE	Loganiaceae
2778	Kamakahala	Labordia helleri	Endangered	FALSE	Loganiaceae
955	Kamakahala	Labordia lydgatei	Endangered	FALSE	Loganiaceae
3832	Kamakahala	Labordia pumila	Endangered	FALSE	Loganiaceae
1232	Kamakahala	Labordia tinifolia var. lanaiensis	Endangered	FALSE	Loganiaceae
1178	Kamakahala	Labordia tinifolia var. wahiawaensis	Endangered	FALSE	Loganiaceae
565	Kamakahala	Labordia triflora	Endangered	FALSE	Loganiaceae
2237	Mountain Labordia	Labordia hirtella	Resolved Taxon	FALSE	Loganiaceae
5723	No common name	Labordia decurrens decurrens	Resolved Taxon	FALSE	Loganiaceae
3028	No common name	Labordia fagraeoidea longisepala	Resolved Taxon	FALSE	Loganiaceae
6852	No common name	Labordia fagraeoidea saint-johniana	Resolved Taxon	FALSE	Loganiaceae
2405	No common name	Labordia fagraeoidea waianaeana	Resolved Taxon	FALSE	Loganiaceae
2946	No common name	Labordia hedyosmifolia kilaueana	Resolved Taxon	FALSE	Loganiaceae
2035	No common name	Labordia hedyosmifolia magnifolia	Resolved Taxon	FALSE	Loganiaceae
3796	No common name	Labordia hedyosmifolia robusta	Resolved Taxon	FALSE	Loganiaceae
6083	No common name	Labordia hedyosmifolia rockii	Resolved Taxon	FALSE	Loganiaceae
7259	No common name	Labordia hedyosmifolia skottsbergii	Resolved Taxon	FALSE	Loganiaceae
2646	No common name	Labordia hirtella imbricata	Resolved Taxon	FALSE	Loganiaceae
7653	No common name	Labordia hirtella laevis	Resolved Taxon	FALSE	Loganiaceae
5519	No common name	Labordia hirtella laevisepala	Resolved Taxon	FALSE	Loganiaceae
2115	No common name	Labordia hirtella microcalyx	Resolved Taxon	FALSE	Loganiaceae
5955	No common name	Labordia hirtella microphylla	Resolved Taxon	FALSE	Loganiaceae
5498	No common name	Labordia kaalae brachypoda	Resolved Taxon	FALSE	Loganiaceae
3725	No common name	Labordia kaalae fosbergii	Resolved Taxon	FALSE	Loganiaceae
1800	No common name	Labordia kaalae mendax	Resolved Taxon	FALSE	Loganiaceae
10599	No common name	Labordia lorenciana	Endangered	FALSE	Loganiaceae
6846	No common name	Labordia molokaiana molokaiana	Resolved Taxon	FALSE	Loganiaceae
3060	No common name	Labordia molokaiana munroi	Resolved Taxon	FALSE	Loganiaceae
5993	No common name	Labordia molokaiana setosa	Resolved Taxon	FALSE	Loganiaceae
6284	No common name	Labordia tinifolia euphorbioidea	Resolved Taxon	FALSE	Loganiaceae
7381	No common name	Labordia tinifolia forbesii	Resolved Taxon	FALSE	Loganiaceae
5378	No common name	Labordia tinifolia honolulensis	Resolved Taxon	FALSE	Loganiaceae
1405	No common name	Labordia tinifolia microgyna	Resolved Taxon	FALSE	Loganiaceae
7391	No common name	Labordia tinifolia parvifolia	Resolved Taxon	FALSE	Loganiaceae
8009	No common name	Labordia tinifolia tenuifolia	Resolved Taxon	FALSE	Loganiaceae
7940	No common name	Spigelia texana	Resolved Taxon	FALSE	Loganiaceae
5670	[Unnamed] pinkroot	Spigelia loganioides	Species of Concern	FALSE	Loganiaceae
1212	No common name	Elaphoglossum serpens	Endangered	FALSE	Lomariopsidaceae
7238	Hicaquillo	Dendropemon sintenisii	Species of Concern	FALSE	Loranthaceae
4307	No common name	Arceuthobium apachense	Resolved Taxon	FALSE	Loranthaceae
7321	Lesser slow loris	Nycticebus pygmaeus	Threatened	TRUE	Lorisidae
5654	Kauai flightless stag beetle	Apterocyclus honoluluensis	Species of Concern	FALSE	Lucanidae
6667	Baking Powder Flat blue	Euphilotes bernardino minuta	Resolved Taxon	FALSE	Lycaenidae
5067	Bartram's hairstreak Butterfly	Strymon acis bartrami	Endangered	FALSE	Lycaenidae
1298	Bog elfin butterfly	Incisalia lanoraieensis	Resolved Taxon	FALSE	Lycaenidae
3162	Boharts' blue	Philotiella speciosa bohartorum	Species of Concern	FALSE	Lycaenidae
10173	Cassius Blue Butterfly	Leptotes cassius theonus	Similarity of Appearance (Threatened)	FALSE	Lycaenidae
10174	Ceraunus Blue Butterfly	Hemiargus ceraunus antibubastus	Similarity of Appearance (Threatened)	FALSE	Lycaenidae
2104	Clayton's copper	Lycaena dorcas claytoni	Species of Concern	FALSE	Lycaenidae
7092	Clouded tailed copper butterfly	Lycaena arota nubila	Resolved Taxon	FALSE	Lycaenidae
2894	Comstock's blue butterfly	Euphilotes battoides comstocki	Resolved Taxon	FALSE	Lycaenidae
7947	Dark blue	Euphilotes enoptes ssp.	Species of Concern	FALSE	Lycaenidae
5712	Doudoroff's elfin butterfly	Incisalia mossi windi	Resolved Taxon	FALSE	Lycaenidae
419	El Segundo blue butterfly	Euphilotes battoides allyni	Endangered	FALSE	Lycaenidae
450	Fender's blue butterfly	Icaricia icarioides fenderi	Endangered	FALSE	Lycaenidae
9822	Ferris''s copper	Lycaena ferrisi	Under Review	FALSE	Lycaenidae
2129	Florida atala butterfly	Eumaeus atala florida	Species of Concern	FALSE	Lycaenidae
10172	Frosted Elfin	"Callophrys irus irus, C. i. hadros, C. i. arsace"	Status Undefined	FALSE	Lycaenidae
3017	Hawaiian hairstreak butterfly	Vaga blackburni	Resolved Taxon	FALSE	Lycaenidae
1984	Hermes copper butterfly	Lycaena hermes	Threatened	FALSE	Lycaenidae
7164	Hessel's hairstreak butterfly	Mitoura hesseli	Resolved Taxon	FALSE	Lycaenidae
420	Karner blue butterfly	Lycaeides melissa samuelis	Endangered	FALSE	Lycaenidae
421	Lange's metalmark butterfly	Apodemia mormo langei	Endangered	FALSE	Lycaenidae
6230	Langston's blue butterfly	Euphilotes enoptes langstoni	Resolved Taxon	FALSE	Lycaenidae
10056	Leona's little blue butterfly	Philotiella leona	Resolved Taxon	FALSE	Lycaenidae
422	Lotis blue butterfly	Lycaeides argyrognomon lotis	Endangered	FALSE	Lycaenidae
10304	Lupine blue butterfly	Plebejus lupini texanus	Resolved Taxon	FALSE	Lycaenidae
3256	Marin elfin	Incisalia mossii ssp.	Species of Concern	FALSE	Lycaenidae
10044	Mattoni''s blue	Euphilotes pallescens mattonii	Resolved Taxon	FALSE	Lycaenidae
3460	Mattoni's blue	Euphilotes rita mattoni	Species of Concern	FALSE	Lycaenidae
4508	Miami Blue Butterfly	Cyclargus (=Hemiargus) thomasi bethunebakeri	Endangered	FALSE	Lycaenidae
423	Mission blue butterfly	Icaricia icarioides missionensis	Endangered	FALSE	Lycaenidae
10200	Morand's checkerspot butterfly	Euphilotes anicia morandi	Resolved Taxon	FALSE	Lycaenidae
8308	Morro Bay blue butterfly	Icaricia icarioides moroensis	Species of Concern	FALSE	Lycaenidae
9001	Mount Charleston blue butterfly	Icaricia (Plebejus) shasta charlestonensis	Endangered	FALSE	Lycaenidae
10175	Nickerbean Blue Butterfly	Cyclargus ammon	Similarity of Appearance (Threatened)	FALSE	Lycaenidae
432	Palos Verdes blue butterfly	Glaucopsyche lygdamus palosverdesensis	Endangered	FALSE	Lycaenidae
3300	Pheres blue	Icaricia icarioides pheres	Resolved Taxon	FALSE	Lycaenidae
5533	Point Reyes blue	Icaricia icariodes ssp.	Species of Concern	FALSE	Lycaenidae
10305	Reakirt's blue butterfly	Echinargus isola	Resolved Taxon	FALSE	Lycaenidae
427	San Bruno elfin butterfly	Callophrys mossii bayensis	Endangered	FALSE	Lycaenidae
2496	Sand Mountain blue	Euphilotes rita ssp.	Species of Concern	FALSE	Lycaenidae
8762	Sand Mountain blue butterfly	Euphilotes pallescens arenamontana	Resolved Taxon	FALSE	Lycaenidae
3892	San Emigdio blue	Plebulina emigdionis	Species of Concern	FALSE	Lycaenidae
5747	San Gabriel Mountains blue	Plejebus saepiolus ssp.	Species of Concern	FALSE	Lycaenidae
1817	San Gabriel Mountains elfin	Incisalia mossii ssp.	Species of Concern	FALSE	Lycaenidae
5707	Santa Monica Mountains hairstreak	Satyrium auretorum fumosum	Resolved Taxon	FALSE	Lycaenidae
428	Smith's blue butterfly	Euphilotes enoptes smithi	Endangered	FALSE	Lycaenidae
2660	Spring Mountains blue	Plejebus shasta charlestonensis	Species of Concern	FALSE	Lycaenidae
10194	Spring Mountains dark blue butterfly	Euphilotes ancilla cryptica	Resolved Taxon	FALSE	Lycaenidae
10193	Spring Mountains dark blue butterfly	Euphilotes ancilla purpura	Resolved Taxon	FALSE	Lycaenidae
1860	Spring Mountains icarioides blue	Plejebus icarioides ssp.	Species of Concern	FALSE	Lycaenidae
10306	Spring Mountains icarioides blue butterfly	Plebejus icarioides austinorum	Resolved Taxon	FALSE	Lycaenidae
2906	Sweadner's olive hairstreak	Mitoura gryneus sweadneri	Species of Concern	FALSE	Lycaenidae
7012	Thorne's hairstreak	Mitoura thornei	Resolved Taxon	FALSE	Lycaenidae
5774	White Mountains copper	Lycaena rubicus ssp.	Species of Concern	FALSE	Lycaenidae
4657	White Mountains icarioides blue	Plejebus icarioides ssp.	Species of Concern	FALSE	Lycaenidae
8044	White Mountains saepiolus blue	Plejebus saepiolus ssp.	Species of Concern	FALSE	Lycaenidae
7962	Wind's elfin butterfly	Incisalia mossi doudoroffi	Resolved Taxon	FALSE	Lycaenidae
3537	Xerces blue	Glaucopsyche xerces	Resolved Taxon	FALSE	Lycaenidae
9174	disciplina	lycopodium phlegmaria var.	Species of Concern	FALSE	Lycopodiaceae
6105	No common name	Huperzia haleakalae	Resolved Taxon	FALSE	Lycopodiaceae
4680	No common name	Huperzia stemmermanniae	Endangered	FALSE	Lycopodiaceae
2679	[Unnamed] clubmoss	Huperzia acerosa	Resolved Taxon	FALSE	Lycopodiaceae
1207	Wawae`iole	Huperzia mannii	Endangered	FALSE	Lycopodiaceae
1208	Wawae`iole	Huperzia nutans	Endangered	FALSE	Lycopodiaceae
463	Kauai cave wolf or pe'e pe'e maka 'ole spider	Adelocosa anops	Endangered	FALSE	Lycosidae
4159	Lake Placid funnel wolf spider	Sosippus placidus	Species of Concern	FALSE	Lycosidae
4256	Rosemary wolf spider	Lycosa ericeticola	Resolved Taxon	FALSE	Lycosidae
2801	Bryan's oceanides seed bug	Oceanides bryani	Species of Concern	FALSE	Lygaeidae
4711	French Frigate Shoal seed bug	Nysius frigatensis	Species of Concern	FALSE	Lygaeidae
4044	Fullaway's seed bug	Nysius fullawayi	Species of Concern	FALSE	Lygaeidae
1344	Kauai band-legged seed bug	Neseis alternata	Species of Concern	FALSE	Lygaeidae
8024	Mauna Loa metrargan seed bug	Metrarga obscura	Species of Concern	FALSE	Lygaeidae
1634	Mt. Haleakala seed bug	Neseis haleakalae	Species of Concern	FALSE	Lygaeidae
4051	Necker bunchgrass seed bug	Nysius suffusus	Species of Concern	FALSE	Lygaeidae
6528	Necker goosefoot seed bug	Nysius neckerensis	Species of Concern	FALSE	Lygaeidae
2195	Nihoa nysius seed bug	Nysius nihoae	Species of Concern	FALSE	Lygaeidae
1823	Perkins' oceanides seed bug	Oceanides perkinsi	Species of Concern	FALSE	Lygaeidae
6945	Rough-headed oceanides seed bug	Oceanides rugosiceps	Species of Concern	FALSE	Lygaeidae
4184	Villosan flightless seed bug	Nesocryptias villosa	Species of Concern	FALSE	Lygaeidae
1608	Wekiu bug	Nysius wekiuicola	Resolved Taxon	FALSE	Lygaeidae
409	Banbury Springs limpet	Lanx sp.	Endangered	FALSE	Lymnaeidae
7325	Fat-whorled (=Bonneville) pondsnail	Stagnicola bonnevillensis	Resolved Taxon	FALSE	Lymnaeidae
7459	Fish Springs marshsnail	Stagnicola pilsbryi	Resolved Taxon	FALSE	Lymnaeidae
11129	Flathead Pondsnail	Stagnicola elrodi	Resolved Taxon	FALSE	Lymnaeidae
11128	Longmouth Pondsnail	Stagnicola elrodiana	Resolved Taxon	FALSE	Lymnaeidae
418	Newcomb's snail	Erinna newcombi	Threatened	FALSE	Lymnaeidae
2286	Shortface lanx	Fisherola nuttalli	Resolved Taxon	FALSE	Lymnaeidae
3308	Thickshell pondsnail	Stagnicola utahensis	Resolved Taxon	FALSE	Lymnaeidae
6822	Cavern sheet-web spider	Islandiana speophila	Species of Concern	FALSE	Lymphiidae
3442	Curtiss' loosestrife	Lythrum curtissii	Under Review	FALSE	Lythraceae
8375	Florida loosestrife	Lythrum flagellare	Under Review	FALSE	Lythraceae
4241	No common name	Cuphea aspera	Species of Concern	FALSE	Lythraceae
5720	No common name	Lythrum ovalifolium	Resolved Taxon	FALSE	Lythraceae
6390	Hawaiian long-palp bristletail	Neomachiloides heteropus	Species of Concern	FALSE	Machilidae
2294	Perkin's club-palp bristletail	Machiloides perkinsi	Species of Concern	FALSE	Machilidae
2630	Margarita River skimmer	Macromia margarita	Under Review	FALSE	Macromiidae
8118	Wabash belted skimmer	Macromia taeniolata	Species of Concern	FALSE	Macromiidae
6178	Banded hare wallaby	Lagostrophus fasciatus	Endangered	TRUE	Macropodidae
6190	Brindled nail-tailed wallaby	Onychogalea fraenata	Endangered	TRUE	Macropodidae
4459	Brush-tailed rat-kangaroo	Bettongia penicillata	Endangered	TRUE	Macropodidae
7445	Crescent nail-tailed wallaby	Onychogalea lunata	Endangered	TRUE	Macropodidae
3482	Desert (=plain) rat-kangaroo	Caloprymnus campestris	Endangered	TRUE	Macropodidae
4272	Eastern gray kangaroo	Macropus giganteus	Recovery	TRUE	Macropodidae
8193	Gaimard's rat-kangaroo	Bettongia gaimardi	Endangered	TRUE	Macropodidae
5603	Lesueur's rat-kangaroo	Bettongia lesueur	Endangered	TRUE	Macropodidae
5408	Parma wallaby	Macropus parma	Endangered	TRUE	Macropodidae
2769	Queensland rat-kangaroo	Bettongia tropica	Endangered	TRUE	Macropodidae
5753	Quokka	Setonix brachyurus	Endangered	TRUE	Macropodidae
6735	Red kangaroo	Macropus rufus	Recovery	TRUE	Macropodidae
8158	Tasmanian forester kangaroo	Macropus giganteus tasmaniensis	Endangered	TRUE	Macropodidae
7249	Western gray kangaroo	Macropus fuliginosus	Recovery	TRUE	Macropodidae
4031	Western hare wallaby	Lagorchestes hirsutus	Endangered	TRUE	Macropodidae
5613	Yellow-footed rock wallaby	Petrogale xanthopus	Endangered	TRUE	Macropodidae
4139	Dry Creek cliff strider bug	Oravelia pege	Species of Concern	FALSE	Macroveliidae
11372	Colorado delta clam	Mulinia coloradoensis	Candidate	TRUE	Mactridae
2819	Ashe's magnolia	Magnolia ashei	Species of Concern	FALSE	Magnoliaceae
6208	Maricao cimarron	Byrsonima lucida	Species of Concern	FALSE	Malpighiaceae
3692	Maricao cimarron	Byrsonima spicata	Species of Concern	FALSE	Malpighiaceae
5600	Stingingbush	Malpighia infestissima	Species of Concern	FALSE	Malpighiaceae
7748	Abbott's bush-mallow	Malacothamnus abbottii	Species of Concern	FALSE	Malvaceae
9311	Arcuate bush mallow	malacothamnus arcuatus	Species of Concern	FALSE	Malvaceae
2633	Arroyo Seco bush-mallow	Malacothamnus palmeri lucianus	Species of Concern	FALSE	Malvaceae
5662	Butte County sidalcea	Sidalcea robusta	Species of Concern	FALSE	Malvaceae
7851	California hibiscus	Hibiscus californicus	Resolved Taxon	FALSE	Malvaceae
4520	Carmel Valley bush-mallow	Malacothamnus palmeri involucratus	Species of Concern	FALSE	Malvaceae
737	Clay's hibiscus	Hibiscus clayi	Endangered	FALSE	Malvaceae
745	Cooke's koki`o	Kokia cookei	Endangered	FALSE	Malvaceae
2068	Cuesta Pass sidalcea	Sidalcea hickmanii anomala	Species of Concern	FALSE	Malvaceae
6793	Davidson's bush-mallow	Malacothamnus davidsonii	Species of Concern	FALSE	Malvaceae
6979	Del Norte checkermallow	Sidalcea malviflora elegans	Resolved Taxon	FALSE	Malvaceae
9342	Dwarf checkerbloom	Sidalcea malviflora ssp. virgata	Species of Concern	FALSE	Malvaceae
4009	False indian-mallow	Anoda abutiloides	Resolved Taxon	FALSE	Malvaceae
9929	Gierisch mallow	Sphaeralcea gierischii	Endangered	FALSE	Malvaceae
3458	Hau kuahiwi	Hibiscadelphus crucibracteatus	Species of Concern	FALSE	Malvaceae
560	Hau kuahiwi	Hibiscadelphus giffardianus	Endangered	FALSE	Malvaceae
561	Hau kuahiwi	Hibiscadelphus hualalaiensis	Endangered	FALSE	Malvaceae
1177	Hau kuahiwi	Hibiscadelphus woodii	Endangered	FALSE	Malvaceae
7878	Hawaiian cotton	Gossypium tomentosum	Resolved Taxon	FALSE	Malvaceae
8761	Henderson's checkermallow	Sidalcea hendersonii	Resolved Taxon	FALSE	Malvaceae
7076	Hickman's sidalcea	Sidalcea hickmanii hickmanii	Resolved Taxon	FALSE	Malvaceae
2119	Island tree mallow	Lavatera assurgentiflora	Species of Concern	FALSE	Malvaceae
4705	Jones' globe-mallow	Sphaeralcea caespitosa	Species of Concern	FALSE	Malvaceae
2029	Kankakee globe-mallow	Iliamna remota	Species of Concern	FALSE	Malvaceae
735	Kauai hau kuahiwi	Hibiscadelphus distans	Endangered	FALSE	Malvaceae
610	Keck's Checker-mallow	Sidalcea keckii	Endangered	FALSE	Malvaceae
612	Kenwood Marsh checker-mallow	Sidalcea oregana ssp. valida	Endangered	FALSE	Malvaceae
1055	Kern mallow	Eremalche kernensis	Endangered	FALSE	Malvaceae
746	Koki`o	Kokia drynarioides	Endangered	FALSE	Malvaceae
747	Koki`o	Kokia kauaiensis	Endangered	FALSE	Malvaceae
6085	Koki`o	Kokia lanceolata	Resolved Taxon	FALSE	Malvaceae
947	Koki`o ke`oke`o	Hibiscus arnottianus ssp. immaculatus	Endangered	FALSE	Malvaceae
738	Koki`o ke`oke`o	Hibiscus waimeae ssp. hannerae	Endangered	FALSE	Malvaceae
617	Ko`oloa`ula	Abutilon menziesii	Endangered	FALSE	Malvaceae
5227	Marin checkermallow	Sidalcea hickmanii viridis	Species of Concern	FALSE	Malvaceae
8123	Meadow checkermallow	Sidalcea campestris	Resolved Taxon	FALSE	Malvaceae
4068	Mendocino bush-mallow	Malacothamnus mendocinensis	Species of Concern	FALSE	Malvaceae
736	(=Native yellow hibiscus) ma`o hau hele	Hibiscus brackenridgei	Endangered	FALSE	Malvaceae
6617	Neches River rose-mallow	Hibiscus dasycalyx	Threatened	FALSE	Malvaceae
828	Nelson's checker-mallow	Sidalcea nelsoniana	Threatened	FALSE	Malvaceae
616	No common name	Abutilon eremitopetalum	Endangered	FALSE	Malvaceae
6150	No common name	Abutilon parishii	Species of Concern	FALSE	Malvaceae
618	No common name	Abutilon sandwicense	Endangered	FALSE	Malvaceae
7212	No common name	Abutilon virginianum	Species of Concern	FALSE	Malvaceae
6157	No common name	Allowissadula holosericea	Resolved Taxon	FALSE	Malvaceae
1726	No common name	Hibiscadelphus bombycinus	Resolved Taxon	FALSE	Malvaceae
4021	No common name	Hibiscadelphus wilderanus	Resolved Taxon	FALSE	Malvaceae
5705	No common name	Hibiscus waimeae waimeae	Resolved Taxon	FALSE	Malvaceae
3047	No common name	Malvastrum hispidum	Resolved Taxon	FALSE	Malvaceae
7951	No common name	Napaea dioica	Resolved Taxon	FALSE	Malvaceae
2464	No common name	Sida fallax	Resolved Taxon	FALSE	Malvaceae
6309	No common name	Sida inflexa	Species of Concern	FALSE	Malvaceae
6463	No common name	Sidalcea candida	Resolved Taxon	FALSE	Malvaceae
6991	No common name	Sidalcea cusickii	Resolved Taxon	FALSE	Malvaceae
1394	No common name	Sidalcea setosa	Resolved Taxon	FALSE	Malvaceae
6946	No common name	Sida rubromarginata	Resolved Taxon	FALSE	Malvaceae
2396	No common name	Sphaeralcea janeae	Resolved Taxon	FALSE	Malvaceae
5426	No common name	Sphaeralcea procera	Resolved Taxon	FALSE	Malvaceae
3913	No common name	Sphaeralcea psoraloides	Species of Concern	FALSE	Malvaceae
1305	Owens Valley checkermallow	Sidalcea covillei	Resolved Taxon	FALSE	Malvaceae
2188	Palmer's bush-mallow	Malacothamnus palmeri palmeri	Resolved Taxon	FALSE	Malvaceae
8046	Parish's bush-mallow	Malacothamnus parishii	Species of Concern	FALSE	Malvaceae
6228	Parish's checkerbloom	Sidalcea hickmanii parishii	Resolved Taxon	FALSE	Malvaceae
1000	Pedate checker-mallow	Sidalcea pedata	Endangered	FALSE	Malvaceae
949	Peter's Mountain mallow	Iliamna corei	Endangered	FALSE	Malvaceae
5824	Pualoalo	Hibiscus kokio	Species of Concern	FALSE	Malvaceae
2965	Purple gay-mallow	Batesimalva violacea	Resolved Taxon	FALSE	Malvaceae
3774	Rusby's desert-mallow	Sphaeralcea rusbyi eremicola	Species of Concern	FALSE	Malvaceae
762	San Clemente Island bush-mallow	Malacothamnus clementinus	Endangered	FALSE	Malvaceae
574	Santa Cruz Island bush-mallow	Malacothamnus fasciculatus var. nesioticus	Endangered	FALSE	Malvaceae
7440	Scadden Flat checkerbloom	Sidalcea stipularis	Species of Concern	FALSE	Malvaceae
6840	Small fryxell wort	Fryxellia pygmaea	Resolved Taxon	FALSE	Malvaceae
3988	Terciopelo	Abutilon hulseanum	Resolved Taxon	FALSE	Malvaceae
651	Texas poppy-mallow	Callirhoe scabriuscula	Endangered	FALSE	Malvaceae
1270	[Unnamed] checkermallow	Sidalcea malvaeflora patula	Species of Concern	FALSE	Malvaceae
4976	[Unnamed] globe-mallow	Sphaeralcea fendleri albescens	Resolved Taxon	FALSE	Malvaceae
1724	[Unnamed] poppy-mallow	Callirhoe bushii	Resolved Taxon	FALSE	Malvaceae
3219	Virginia mallow	Sida hermaphrodita	Resolved Taxon	FALSE	Malvaceae
7536	Virginia saltmarsh mallow	Kosteletzkya pentacarpos	Resolved Taxon	FALSE	Malvaceae
7911	Water-loving checkermallow	Sidalcea oregana hydrophila	Resolved Taxon	FALSE	Malvaceae
611	Wenatchee Mountains checkermallow	Sidalcea oregana var. calva	Endangered	FALSE	Malvaceae
11343	Chinese pangolin	Manis pentadactyla	Under Review	TRUE	Manidae
11341	Giant pangolin	Manis gigantea	Under Review	TRUE	Manidae
11346	Indian pangolin	Manis crassicaudata	Under Review	TRUE	Manidae
11342	Long-tailed pangolin	Manis tetradactyla	Under Review	TRUE	Manidae
11345	Philippine pangolin	Manis culionensis	Under Review	TRUE	Manidae
11344	Sunda pangolin	Manis javanica	Under Review	TRUE	Manidae
7807	Temnick''s ground Pangolin	Manis temminckii	Endangered	TRUE	Manidae
11347	Tree pangolin	Manis tricuspis	Under Review	TRUE	Manidae
4411	Alabama pearlshell	Margaritifera marrianae	Endangered	FALSE	Margaritiferidae
4490	Spectaclecase (mussel)	Cumberlandia monodonta	Endangered	FALSE	Margaritiferidae
1200	Ihi`ihi	Marsilea villosa	Endangered	FALSE	Marsileaceae
4106	Dune unicorn plant	Proboscidea sabulosa	Resolved Taxon	FALSE	Martyniaceae
2911	Many-flowered unicorn plant	Proboscidea spicata	Resolved Taxon	FALSE	Martyniaceae
10316	Elliptical Star Coral	Dichocoenia stokesi	Status Undefined	FALSE	Meandrinidae
10310	Pillar Coral	Dendrogyra cylindrus	Threatened	FALSE	Meandrinidae
10915	Blue Calamintha Bee	Osmia calaminthae	Under Review	FALSE	Megachilidae
5814	Maleo megapode	Macrocephalon maleo	Endangered	TRUE	Megapodiidae
