ECOS Listed Species ID	Common Name	Scientific Name	ESA Listing Status	Is Foreign?	Taxonomic Family_1
5075	Guadalupe pincushion cactus	Escobaria guadalupensis	Resolved Taxon	FALSE	Cactaceae
5604	Hester's cory cactus	Escobaria hesteri	Species of Concern	FALSE	Cactaceae
942	Higo Chumbo	Harrisia portoricensis	Threatened	FALSE	Cactaceae
4455	Hoffmann's cactus	Opuntia bigelovii hoffmannii	Resolved Taxon	FALSE	Cactaceae
1872	Howe's hedgehog cactus	Echinocereus engelmannii howei	Species of Concern	FALSE	Cactaceae
5117	Kaibab plains cactus	Pediocactus paradinei	Resolved Taxon	FALSE	Cactaceae
1227	Key tree cactus	Pilosocereus robinii	Endangered	FALSE	Cactaceae
792	Knowlton's cactus	Pediocactus knowltonii	Endangered	FALSE	Cactaceae
701	Kuenzler hedgehog cactus	Echinocereus fendleri var. kuenzleri	Threatened	FALSE	Cactaceae
682	Lee pincushion cactus	Coryphantha sneedii var. leei	Threatened	FALSE	Cactaceae
6412	Lloyd's hedgehog cactus	Echinocereus lloydii	Original Data in Error - Not a listable entity	FALSE	Cactaceae
705	Lloyd''s Mariposa cactus	Sclerocactus mariposensis	Threatened	FALSE	Cactaceae
6923	"Marble-seeded, few-spined prickly-pear"	Opuntia engelmannii flexospina	Species of Concern	FALSE	Cactaceae
825	Mesa Verde cactus	Sclerocactus mesae-verdae	Threatened	FALSE	Cactaceae
2245	Mojave fishhook cactus	Sclerocactus polyancistrus	Resolved Taxon	FALSE	Cactaceae
3184	Munz cholla	Opuntia munzii	Species of Concern	FALSE	Cactaceae
4697	Munz's hedgehog cactus	Echinocereus engelmannii munzii	Species of Concern	FALSE	Cactaceae
680	Nellie''s cory cactus	Escobaria minima	Endangered	FALSE	Cactaceae
700	Nichol's Turk's head cactus	Echinocactus horizonthalonius var. nicholii	Endangered	FALSE	Cactaceae
7674	Nickel's cory cactus	Coryphantha sulcata nickelsiae	Species of Concern	FALSE	Cactaceae
7329	No common name	Coryphantha dasyacantha dasyacantha	Species of Concern	FALSE	Cactaceae
2327	No common name	Coryphantha dasyacantha varicolor	Resolved Taxon	FALSE	Cactaceae
5700	No common name	Echinocereus ledingii	Resolved Taxon	FALSE	Cactaceae
8108	No common name	Echinomastus erectocentrus erectocentrus	Species of Concern	FALSE	Cactaceae
6262	No common name	Ferocactus eastwoodiae	Resolved Taxon	FALSE	Cactaceae
1124	No common name	Leptocereus grantianus	Endangered	FALSE	Cactaceae
7922	No common name	Mammillaria thornberi	Resolved Taxon	FALSE	Cactaceae
3166	No common name	Opuntia basilaris longiareolata	Resolved Taxon	FALSE	Cactaceae
4436	No common name	Opuntia basilaris woodburyi	Resolved Taxon	FALSE	Cactaceae
3487	No common name	Opuntia heacockul	Species of Concern	FALSE	Cactaceae
4321	No common name	Opuntia phaeacantha flavispina	Resolved Taxon	FALSE	Cactaceae
3883	No common name	Opuntia phaeacantha mojavensis	Resolved Taxon	FALSE	Cactaceae
5050	No common name	Opuntia phaeacantha superbospina	Resolved Taxon	FALSE	Cactaceae
7328	No common name	Opuntia spinosissima	Species of Concern	FALSE	Cactaceae
4400	No common name	Opuntia triacantha	Resolved Taxon	FALSE	Cactaceae
1630	No common name	Peniocereus greggii transmontanus	Resolved Taxon	FALSE	Cactaceae
5215	No common name	Rhipsalis baccifera	Resolved Taxon	FALSE	Cactaceae
5587	No common name	Sclerocactus contortus	Resolved Taxon	FALSE	Cactaceae
4363	No common name	Sclerocactus spinosior	Resolved Taxon	FALSE	Cactaceae
7425	No common name	Sclerocactus warnockii	Resolved Taxon	FALSE	Cactaceae
7910	No common name	Sclerocactus whipplei heilii	Resolved Taxon	FALSE	Cactaceae
7649	No common name	Sclerocactus whipplei reevesii	Resolved Taxon	FALSE	Cactaceae
2893	No common name	Thelocactus bicolor flavidispinus	Species of Concern	FALSE	Cactaceae
8253	Olaga	Opuntia borinquensis	Resolved Taxon	FALSE	Cactaceae
4096	Paper-spined cactus	Sclerocactus papyracanthus	Species of Concern	FALSE	Cactaceae
793	Peebles Navajo cactus	Pediocactus peeblesianus ssp. peeblesianus	Endangered	FALSE	Cactaceae
911	Pima pineapple cactus	Coryphantha scheeri var. robustispina	Endangered	FALSE	Cactaceae
3011	Purple-spined Hedgehog cactus	Echinocereus engelmannii var. purpureus	Original Data in Error - Taxonomic Revision	FALSE	Cactaceae
5096	Rose-flowered foxtail cactus	Escobaria vivipara rosea	Resolved Taxon	FALSE	Cactaceae
2362	Rusty hedgehog cactus	Echinocereus russanthus	Resolved Taxon	FALSE	Cactaceae
6532	Sand cholla	Opuntia pulchella	Resolved Taxon	FALSE	Cactaceae
5682	Sand prickly-pear	Opuntia arenaria	Species of Concern	FALSE	Cactaceae
1034	San Rafael cactus	Pediocactus despainii	Endangered	FALSE	Cactaceae
7407	Santa Cruz beehive cactus	Coryphantha recurvata	Species of Concern	FALSE	Cactaceae
6661	Santa Fe cholla	Opuntia viridiflora	Species of Concern	FALSE	Cactaceae
1511	Schleser's fishhook cactus	Sclerocactus schleseri	Species of Concern	FALSE	Cactaceae
11070	Seashore cactus	Opuntia martiniana	Resolved Taxon	FALSE	Cactaceae
4282	Short-jointed beavertail cactus	Opuntia basilaris brachyclada	Species of Concern	FALSE	Cactaceae
794	Siler pincushion cactus	"Pediocactus (=Echinocactus,=Utahia) sileri"	Threatened	FALSE	Cactaceae
11030	Siler's Fishhook Cactus	Sclerocactus sileri	Resolved Taxon	FALSE	Cactaceae
6903	Silver cholla	Opuntia imbricata argentea	Species of Concern	FALSE	Cactaceae
5419	Simpson's prickly-apple	Cereus gracilis simpsonii	Species of Concern	FALSE	Cactaceae
4486	Small papillosus	Echinocereus papillosus angusticeps	Species of Concern	FALSE	Cactaceae
3719	Snake cholla	Opuntia parryi serpentina	Species of Concern	FALSE	Cactaceae
683	Sneed pincushion cactus	Coryphantha sneedii var. sneedii	Endangered	FALSE	Cactaceae
2348	Spineless hedgehog Cactus	Echinocereus triglochidiatus var. inermis	Original Data in Error - Not a listable entity	FALSE	Cactaceae
2417	Sp. nov. ined. sclerocactus	Sclerocactus sp.	Resolved Taxon	FALSE	Cactaceae
513	Star cactus	Astrophytum asterias	Endangered	FALSE	Cactaceae
627	Tobusch fishhook cactus	Sclerocactus brevihamatus ssp. tobuschii	Threatened	FALSE	Cactaceae
10034	Uinta Basin hookless cactus	Sclerocactus wetlandicus	Threatened	FALSE	Cactaceae
4384	[Unnamed] cory cactus	Coryphantha scheeri uncinata	Resolved Taxon	FALSE	Cactaceae
2766	[Unnamed] cory cactus	Escobaria missouriensis var. marstonii	Resolved Taxon	FALSE	Cactaceae
3024	[Unnamed] cory cactus	Escobaria vivipara var. buoflama	Resolved Taxon	FALSE	Cactaceae
6595	[Unnamed] sebucan	Leptocereus quadricostatus	Resolved Taxon	FALSE	Cactaceae
7568	Villard's pincushion cactus	Escobaria villardii	Species of Concern	FALSE	Cactaceae
6136	Viznaga	Ferocactus acanthodes acanthodes	Resolved Taxon	FALSE	Cactaceae
1652	White column cory cactus	Escobaria albicolumnaria	Species of Concern	FALSE	Cactaceae
3102	Wiggins' cholla	Opuntia wigginsii	Resolved Taxon	FALSE	Cactaceae
1035	Winkler cactus	Pediocactus winkleri	Threatened	FALSE	Cactaceae
826	Wright fishhook cactus	Sclerocactus wrightiae	Endangered	FALSE	Cactaceae
494	Vernal pool tadpole shrimp	Lepidurus packardi	Endangered	FALSE	Caenestheriidae
9581	No common name	Brachycercus tuberculatus	Resolved Taxon	FALSE	Caenidae
6967	Yellow brachycercus mayfly	Brachycercus flavus	Species of Concern	FALSE	Caenidae
11559	Evelyn''s buttons	Buellia sharpiana	Species of Concern	FALSE	Caliciaceae
4153	Kokako (wattlebird)	Callaeas cinerea	Endangered	TRUE	Callaeidae
7071	New Zealand thrush (wattlebird)	Turnagra capensis	Endangered	TRUE	Callaeidae
1520	Buff-headed marmoset	Callithrix flaviceps	Endangered	TRUE	Callithricidae
3974	Cotton-top tamarin	Saguinus oedipus	Endangered	TRUE	Callithricidae
4758	Goeldi's marmoset	Callimico goeldii	Endangered	TRUE	Callithricidae
5849	Golden-rumped tamarin	Leontopithecus spp.	Endangered	TRUE	Callithricidae
7297	Pied tamarin	Saguinus bicolor	Endangered	TRUE	Callithricidae
4706	White-eared (=buffy tufted-ear) marmoset	Callithrix aurita (=jacchus a.)	Endangered	TRUE	Callithricidae
2918	White-footed tamarin	Saguinus leucopus	Threatened	TRUE	Callithricidae
7057	[Unnamed] crayfish	Orconectes williamsi	Species of Concern	FALSE	Camabaridae
2219	Manus Island tree snail	Papustyla pulcherrima	Endangered	TRUE	Camaenidae
10764	Alabama Cave crayfish	Cambarus jonesi	Status Undefined	FALSE	Cambaridae
10792	Alachua Light Fleeting Cave crayfish	Procambarus lucifugus ssp. alachua	Status Undefined	FALSE	Cambaridae
3443	Albermarle crayfish	Procambarus medialis	Species of Concern	FALSE	Cambaridae
10754	Angular Dwarf crayfish	Cambarellus lesliei	Under Review	FALSE	Cambaridae
10788	Appalachian Cave crayfish	Orconectes packardi	Status Undefined	FALSE	Cambaridae
10927	Bastrop Crayfish	Procambarus texanus	Resolved Taxon	FALSE	Cambaridae
10750	Bayou Bodcau crayfish	Bouchardina robisoni	Status Undefined	FALSE	Cambaridae
4615	Bearded red crayfish	Procambarus pogum	Resolved Taxon	FALSE	Cambaridae
10768	Beautiful crayfish	Cambarus speciosus	Status Undefined	FALSE	Cambaridae
489	Benton County cave crayfish	Cambarus aculabrum	Endangered	FALSE	Cambaridae
10789	Big Blue Springs Cave crayfish	Procambarus horsti	Resolved Taxon	FALSE	Cambaridae
10818	Bigcheek Cave crayfish	Procambarus delicatus	Under Review	FALSE	Cambaridae
11563	Big Creek Crayfish	Faxonius peruncus	Proposed Threatened	FALSE	Cambaridae
5153	Big Sandy crayfish	Cambarus callainus	Threatened	FALSE	Cambaridae
7124	Big South Fork crayfish	Cambarus bouchardi	Status Undefined	FALSE	Cambaridae
10770	Blackbarred crayfish	Cambarus unestami	Under Review	FALSE	Cambaridae
2977	Black Creek crayfish	Procambarus pictus	Resolved Taxon	FALSE	Cambaridae
10192	Blood River crayfish	Orconectes burri	Resolved Taxon	FALSE	Cambaridae
10771	Brawleys Fork crayfish	Cambarus williami	Under Review	FALSE	Cambaridae
10918	Brazoria Crayfish	Procambarus brazoriensis	Resolved Taxon	FALSE	Cambaridae
10773	Broad River Burrowing crayfish	Distocambarus devexus	Status Undefined	FALSE	Cambaridae
3882	Burrowing bog crayfish	Fallicambarus burrisi	Under Review	FALSE	Cambaridae
10778	Calcasieu crayfish	Orconectes blacki	Under Review	FALSE	Cambaridae
3629	Camp Shelby burrowing crayfish	Fallicambarus gordoni	Resolved Taxon	FALSE	Cambaridae
4428	Carrollton crayfish	Procambarus connus	Species of Concern	FALSE	Cambaridae
10767	Chattooga River crayfish	Cambarus scotti	Under Review	FALSE	Cambaridae
10755	Chauga crayfish	Cambarus chaugaensis	Status Undefined	FALSE	Cambaridae
6752	Chickamauga crayfish	Cambarus extraneus	Status Undefined	FALSE	Cambaridae
6990	Chowanoke crayfish	Orconectes virginiensis	Under Review	FALSE	Cambaridae
10805	Coastal Flatwoods crayfish	Procambarus apalachicolae	Under Review	FALSE	Cambaridae
10790	Coastal Lowland Cave crayfish	Procambarus leitheuseri	Under Review	FALSE	Cambaridae
10779	Coldwater crayfish	Faxonius eupunctus	Resolved Taxon	FALSE	Cambaridae
10758	Conasauga Blue burrower	Cambarus cymatilis	Status Undefined	FALSE	Cambaridae
3066	Conchas crayfish	Orconectes deanae	Resolved Taxon	FALSE	Cambaridae
10756	Coosawattae crayfish	Cambarus coosawattae	Status Undefined	FALSE	Cambaridae
10776	Crested Riverlet crayfish	Hobbseus cristatus	Under Review	FALSE	Cambaridae
7738	Croatan crayfish	Procambarus plumimanus	Species of Concern	FALSE	Cambaridae
10752	Cypress crayfish	Cambarellus blacki	Under Review	FALSE	Cambaridae
11072	Delaware County Cave Crayfish	Cambarus subterraneus	Under Review	FALSE	Cambaridae
10751	Dougherty Plain Cave crayfish	Cambarus cryptodytes	Status Undefined	FALSE	Cambaridae
2116	Edisto crayfish	Procambarus echinatus	Resolved Taxon	FALSE	Cambaridae
11568	Eleven Point River crayfish	Faxonius wagneri	Resolved Taxon	FALSE	Cambaridae
10760	Elk River crayfish	Cambarus elkensis	Resolved Taxon	FALSE	Cambaridae
10761	Etowah crayfish	Cambarus fasciatus	Status Undefined	FALSE	Cambaridae
10791	Florida Cave crayfish	Procambarus lucifugus	Under Review	FALSE	Cambaridae
10793	Florida Cave crayfish	Procambarus lucifugus ssp. lucifugus	Under Review	FALSE	Cambaridae
4398	French Broad crayfish	Cambarus reburrus	Species of Concern	FALSE	Cambaridae
10759	Grandfather Mountain crayfish	Cambarus eeseeohensis	Status Undefined	FALSE	Cambaridae
10765	Greenbrier Cave crayfish	Cambarus nerterius	Under Review	FALSE	Cambaridae
7596	Greensboro burrowing crayfish	Cambarus catagius	Resolved Taxon	FALSE	Cambaridae
11201	Guyandotte River crayfish	Cambarus veteranus	Endangered	FALSE	Cambaridae
10804	Hardin crayfish	Orconectes wrighti	Under Review	FALSE	Cambaridae
10774	Hatchie Burrowing crayfish	Fallicambarus hortoni	Under Review	FALSE	Cambaridae
488	Hell Creek Cave crayfish	Cambarus zophonastes	Endangered	FALSE	Cambaridae
4716	Hiwassee headwater crayfish	Cambarus hiwasseensis	Species of Concern	FALSE	Cambaridae
5160	Indiana crayfish	Orconectes indianensis	Species of Concern	FALSE	Cambaridae
10799	Irons Fork Burrowing crayfish	Procambarus reimeri	Status Undefined	FALSE	Cambaridae
1706	Jackson Prairie crayfish	Procambarus barbiger	Under Review	FALSE	Cambaridae
1325	Jefferson County crayfish	Fallicambarus gilpini	Status Undefined	FALSE	Cambaridae
10917	Kiamichi Crayfish	Orconectes saxatilis	Under Review	FALSE	Cambaridae
10783	Kisatchie Painted crayfish	Orconectes maletae	Under Review	FALSE	Cambaridae
5289	Lagniappe crayfish	Procambarus lagniappe	Under Review	FALSE	Cambaridae
10769	Lean crayfish	Cambarus strigosus	Status Undefined	FALSE	Cambaridae
10753	Least crayfish	Cambarellus diminutus	Under Review	FALSE	Cambaridae
3027	Little River crayfish	Cambarus spicatus	Under Review	FALSE	Cambaridae
8370	Little Tennessee crayfish	Cambarus georgiae	Status Undefined	FALSE	Cambaridae
2402	Louisville crayfish	Orconectes jeffersoni	Species of Concern	FALSE	Cambaridae
10786	Mammoth Spring crayfish	Orconectes marchandi	Under Review	FALSE	Cambaridae
10794	Miami Cave crayfish	Procambarus milleri	Under Review	FALSE	Cambaridae
10772	Mimic crayfish	Distocambarus carlsoni	Under Review	FALSE	Cambaridae
7632	Mississippi flatwoods crayfish	Procambarus cometes	Under Review	FALSE	Cambaridae
478	Nashville crayfish	Orconectes shoupi	Endangered	FALSE	Cambaridae
11080	Neches Crayfish	Procambarus nechesae	Resolved Taxon	FALSE	Cambaridae
2982	New River riffle crayfish	Cambarus chasmodactylus	Under Review	FALSE	Cambaridae
10926	Nueces Crayfish	Procambarus nueces	Resolved Taxon	FALSE	Cambaridae
2189	Obey crayfish	Cambarus obeyensis	Status Undefined	FALSE	Cambaridae
1697	Oklahoma cave crayfish	Cambarus tartarus	Under Review	FALSE	Cambaridae
2310	Oktibbeha rivulet crayfish	Hobbseus orconectoides	Under Review	FALSE	Cambaridae
10808	Orange Lake Cave crayfish	Procambarus franzi	Under Review	FALSE	Cambaridae
1606	Orlando Cave crayfish	Procambarus acherontis	Under Review	FALSE	Cambaridae
7001	Ouachita burrowing crayfish	Fallicambarus harpi	Status Undefined	FALSE	Cambaridae
10797	Pallid Cave crayfish	Procambarus pallidus	Under Review	FALSE	Cambaridae
9386	Panama City crayfish	Procambarus econfinae	Threatened	FALSE	Cambaridae
11081	Parkhill Prairie Crayfish	Procambarus steigmani	Resolved Taxon	FALSE	Cambaridae
1850	Parrish crayfish	Cambarus parrishi	Status Undefined	FALSE	Cambaridae
3693	Pee Dee lotic crayfish	Procambarus lepidodactylus	Species of Concern	FALSE	Cambaridae
10762	Piedmont Blue burrower	Cambarus harti	Status Undefined	FALSE	Cambaridae
10766	Pristine crayfish	Cambarus pristinus	Under Review	FALSE	Cambaridae
10795	Putnam County Cave crayfish	Procambarus morrisi	Under Review	FALSE	Cambaridae
10798	Regal Burrowing crayfish	Procambarus regalis	Status Undefined	FALSE	Cambaridae
10775	Saline Burrowing crayfish	Fallicambarus strawni	Status Undefined	FALSE	Cambaridae
4775	Saluda crayfish	Distocambarus youngineri	Under Review	FALSE	Cambaridae
10807	Santa Fe Cave crayfish	Procambarus erythrops	Under Review	FALSE	Cambaridae
479	Shasta crayfish	Pacifastacus fortis	Endangered	FALSE	Cambaridae
7517	Shelta Cave crayfish	Orconectes sheltae	Under Review	FALSE	Cambaridae
5651	Shutispear crayfish	Procambarus lylei	Status Undefined	FALSE	Cambaridae
10806	Silver Glen Springs crayfish	Procambarus attiguus	Under Review	FALSE	Cambaridae
10757	Slenderclaw crayfish	Cambarus cracens	Endangered	FALSE	Cambaridae
4177	Slenderwrist burrowing crayfish	Fallicambarus petilicarpus	Under Review	FALSE	Cambaridae
9313	Southern cave crayfish	orconectes australis ssp. australis	Species of Concern	FALSE	Cambaridae
8004	Speckled burrowing crayfish	Fallicambarus danielae	Under Review	FALSE	Cambaridae
10800	Spider Cave crayfish	Troglocambarus maclanei	Under Review	FALSE	Cambaridae
10763	Spiny Scale crayfish	Cambarus jezerinaci	Under Review	FALSE	Cambaridae
2140	Spinytail crayfish	Procambarus fitzpatricki	Under Review	FALSE	Cambaridae
11567	Spring River crayfish	Faxonius roberti	Resolved Taxon	FALSE	Cambaridae
11564	St. Francis River Crayfish	Faxonius quadruncus	Proposed Threatened	FALSE	Cambaridae
10782	Sucarnoochee River crayfish	Orconectes jonesi	Status Undefined	FALSE	Cambaridae
4696	Tallapoosa River crayfish	Cambarus englishi	Species of Concern	FALSE	Cambaridae
10781	Tennessee Cave crayfish	Orconectes incomptus	Status Undefined	FALSE	Cambaridae
10777	Tombigbee Riverlet crayfish	Hobbseus petilus	Under Review	FALSE	Cambaridae
3612	[Unnamed] crayfish	Cambarus batchi	Resolved Taxon	FALSE	Cambaridae
5526	[Unnamed] crayfish	Cambarus miltus	Species of Concern	FALSE	Cambaridae
5891	[Unnamed] crayfish	Fallicambarus jeanae	Species of Concern	FALSE	Cambaridae
5577	[Unnamed] crayfish	Procambarus ferrugineus	Species of Concern	FALSE	Cambaridae
5417	[Unnamed] crayfish	Procambarus liberorum	Resolved Taxon	FALSE	Cambaridae
10525	Wingtail crayfish	Procambarus latipleurum	Resolved Taxon	FALSE	Cambaridae
10796	Woodville Karst Cave crayfish	Procambarus orcinus	Resolved Taxon	FALSE	Cambaridae
10785	Yalobusha Riverlet crayfish	Hobbseus yalobushensis	Under Review	FALSE	Cambaridae
10780	Yazoo crayfish	Orconectes hartfieldi	Under Review	FALSE	Cambaridae
3770	Bactrian camel	Camelus bactrianus	Endangered	TRUE	Camelidae
10478	Vicuna	Vicugna vicugna	Threatened	TRUE	Camelidae
3056	Vicuna	Vicugna vicugna	Endangered	TRUE	Camelidae
6303	Haha	Cyanea profuga	Endangered	FALSE	Campanlaceae
7280	`aku	Cyanea tritomantha	Endangered	FALSE	Campanulaceae
916	`aku`aku	Cyanea platyphylla	Endangered	FALSE	Campanulaceae
1431	Basin bellflower	Campanula reverchonii	Resolved Taxon	FALSE	Campanulaceae
8287	Boykin's lobelia	Lobelia boykinii	Under Review	FALSE	Campanulaceae
653	Brooksville bellflower	Campanula robinsiae	Endangered	FALSE	Campanulaceae
3340	Castle Crags campanula	Campanula shetleri	Resolved Taxon	FALSE	Campanulaceae
9310	Chaparral harebell	campanula exigua	Species of Concern	FALSE	Campanulaceae
2658	Cuyamac Lake downingia	Downingia concolor brevior	Resolved Taxon	FALSE	Campanulaceae
6931	Dwarf downingia	Downingia pusilla	Resolved Taxon	FALSE	Campanulaceae
1367	Giant koke`e	Cyanea leptostegia	Species of Concern	FALSE	Campanulaceae
1224	haha	Cyanea crispa	Endangered	FALSE	Campanulaceae
1101	haha	Cyanea dunbariae	Endangered	FALSE	Campanulaceae
10222	haha	Cyanea duvalliorum	Endangered	FALSE	Campanulaceae
1052	haha	Cyanea gibsonii	Endangered	FALSE	Campanulaceae
10224	haha	Cyanea magnicalyx	Endangered	FALSE	Campanulaceae
10225	haha	Cyanea maritae	Endangered	FALSE	Campanulaceae
10226	haha	Cyanea mauiensis	Endangered	FALSE	Campanulaceae
10227	haha	Cyanea munroi	Endangered	FALSE	Campanulaceae
1175	Haha	Cyanea acuminata	Endangered	FALSE	Campanulaceae
1099	Haha	Cyanea asarifolia	Endangered	FALSE	Campanulaceae
7892	Haha	Cyanea asplenifolia	Endangered	FALSE	Campanulaceae
3540	Haha	Cyanea calycina	Endangered	FALSE	Campanulaceae
1100	Haha	Cyanea copelandii ssp. copelandii	Endangered	FALSE	Campanulaceae
1185	Haha	Cyanea copelandii ssp. haleakalaensis	Endangered	FALSE	Campanulaceae
9951	Haha	Cyanea dolichopoda	Endangered	FALSE	Campanulaceae
1278	Haha	Cyanea eleeleensis	Endangered	FALSE	Campanulaceae
1102	Haha	Cyanea glabra	Endangered	FALSE	Campanulaceae
684	Haha	Cyanea grimesiana ssp. grimesiana	Endangered	FALSE	Campanulaceae
1049	Haha	Cyanea grimesiana ssp. obatae	Endangered	FALSE	Campanulaceae
1050	Haha	Cyanea hamatiflora ssp. carlsonii	Endangered	FALSE	Campanulaceae
1186	Haha	Cyanea hamatiflora ssp. hamatiflora	Endangered	FALSE	Campanulaceae
535	Haha	Cyanea humboldtiana	Endangered	FALSE	Campanulaceae
9952	Haha	Cyanea kolekoleensis	Endangered	FALSE	Campanulaceae
1181	Haha	Cyanea koolauensis	Endangered	FALSE	Campanulaceae
4961	Haha	Cyanea kuhihewa	Endangered	FALSE	Campanulaceae
1968	Haha	Cyanea kunthiana	Endangered	FALSE	Campanulaceae
6019	Haha	Cyanea lanceolata	Endangered	FALSE	Campanulaceae
1051	Haha	Cyanea lobata	Endangered	FALSE	Campanulaceae
1182	Haha	Cyanea longiflora	Endangered	FALSE	Campanulaceae
3065	Haha	Cyanea longissima	Species of Concern	FALSE	Campanulaceae
1103	Haha	Cyanea mannii	Endangered	FALSE	Campanulaceae
6969	Haha	Cyanea marksii	Endangered	FALSE	Campanulaceae
685	Haha	Cyanea mceldowneyi	Endangered	FALSE	Campanulaceae
2860	Haha	Cyanea obtusa	Endangered	FALSE	Campanulaceae
915	Haha	Cyanea pinnatifida	Endangered	FALSE	Campanulaceae
1104	Haha	Cyanea procera	Endangered	FALSE	Campanulaceae
1651	Haha	Cyanea pseudofauriei	Resolved Taxon	FALSE	Campanulaceae
1636	Haha	Cyanea purpurellifolia	Endangered	FALSE	Campanulaceae
1105	Haha	Cyanea recta	Threatened	FALSE	Campanulaceae
1176	Haha	Cyanea remyi	Endangered	FALSE	Campanulaceae
537	Haha	Cyanea rivularis	Endangered	FALSE	Campanulaceae
686	Haha	Cyanea shipmanii	Endangered	FALSE	Campanulaceae
917	Haha	Cyanea stictophylla	Endangered	FALSE	Campanulaceae
687	Haha	Cyanea st.-johnii	Endangered	FALSE	Campanulaceae
688	Haha	Cyanea superba	Endangered	FALSE	Campanulaceae
1106	Haha	Cyanea truncata	Endangered	FALSE	Campanulaceae
1107	Haha	Cyanea undulata	Endangered	FALSE	Campanulaceae
10223	haha nui	Cyanea horrida	Endangered	FALSE	Campanulaceae
7601	Lake Alamanor bluecup	Legousia speculum-veneris	Resolved Taxon	FALSE	Campanulaceae
5779	Legenere	Legenere limosa	Species of Concern	FALSE	Campanulaceae
7056	Mission Canyon bluecup	Githopsis diffusa filicaulis	Species of Concern	FALSE	Campanulaceae
5946	Molokai cyanea	Cyanea solenocalyx	Resolved Taxon	FALSE	Campanulaceae
7830	Mt. Hamilton harebell	Campanula sharsmithiae	Species of Concern	FALSE	Campanulaceae
7383	No common name	Campanula rotundifolia sacajaweana	Resolved Taxon	FALSE	Campanulaceae
6562	No common name	Clermontia hawaiiensis hawaiiensis	Resolved Taxon	FALSE	Campanulaceae
6521	No common name	Clermontia konaensis	Resolved Taxon	FALSE	Campanulaceae
2792	No common name	Clermontia loyana	Resolved Taxon	FALSE	Campanulaceae
5928	No common name	Clermontia multiflora	Resolved Taxon	FALSE	Campanulaceae
1976	No common name	Clermontia munroi	Resolved Taxon	FALSE	Campanulaceae
4996	No common name	Cyanea angustifolia lanaiensis	Resolved Taxon	FALSE	Campanulaceae
8144	No common name	Cyanea angustifolia racemosa	Resolved Taxon	FALSE	Campanulaceae
2254	No common name	Cyanea arborea	Resolved Taxon	FALSE	Campanulaceae
5443	No common name	Cyanea aspleniifolia	Resolved Taxon	FALSE	Campanulaceae
4981	No common name	Cyanea comata	Resolved Taxon	FALSE	Campanulaceae
3251	No common name	Cyanea giffardii	Resolved Taxon	FALSE	Campanulaceae
1576	No common name	Cyanea grimesiana ssp. cylindrocalyx	Resolved Taxon	FALSE	Campanulaceae
2018	No common name	Cyanea hirtella	Resolved Taxon	FALSE	Campanulaceae
10588	No common name	Cyanea kauaulaensis	Endangered	FALSE	Campanulaceae
7475	No common name	Cyanea linearifolia	Resolved Taxon	FALSE	Campanulaceae
2244	No common name	Cyanea parvifolia	Resolved Taxon	FALSE	Campanulaceae
2113	No common name	Cyanea pohaku	Resolved Taxon	FALSE	Campanulaceae
4547	No common name	Cyanea pycnocarpa	Resolved Taxon	FALSE	Campanulaceae
7292	No common name	Cyanea quercifolia	Resolved Taxon	FALSE	Campanulaceae
3797	No common name	Cyanea scabra	Resolved Taxon	FALSE	Campanulaceae
4040	No common name	Cyanea sessilifolia	Resolved Taxon	FALSE	Campanulaceae
8115	No common name	Delissea fallax	Resolved Taxon	FALSE	Campanulaceae
4975	No common name	Delissea laciniata	Resolved Taxon	FALSE	Campanulaceae
6804	No common name	Delissea lauliiana	Resolved Taxon	FALSE	Campanulaceae
2436	No common name	Delissea parviflora	Resolved Taxon	FALSE	Campanulaceae
692	No common name	Delissea rhytidosperma	Endangered	FALSE	Campanulaceae
1466	No common name	Delissea sinuata	Resolved Taxon	FALSE	Campanulaceae
538	No common name	Delissea undulata	Endangered	FALSE	Campanulaceae
3212	No common name	Lobelia appendiculata gattingeri	Resolved Taxon	FALSE	Campanulaceae
4627	No common name	Lobelia dunbariae	Species of Concern	FALSE	Campanulaceae
4465	No common name	Lobelia hypoleuca rockii	Resolved Taxon	FALSE	Campanulaceae
572	No common name	Lobelia koolauensis	Endangered	FALSE	Campanulaceae
965	No common name	Lobelia monostachya	Endangered	FALSE	Campanulaceae
758	No common name	Lobelia niihauensis	Endangered	FALSE	Campanulaceae
759	No common name	Lobelia oahuensis	Endangered	FALSE	Campanulaceae
7104	No common name	Lobelia remyi	Resolved Taxon	FALSE	Campanulaceae
7110	No common name	Rollandia angustifolia ochreata	Resolved Taxon	FALSE	Campanulaceae
8256	No common name	Rollandia degenerana	Resolved Taxon	FALSE	Campanulaceae
6588	No common name	Trematolobelia grandifolia	Species of Concern	FALSE	Campanulaceae
1157	No common name	Trematolobelia singularis	Endangered	FALSE	Campanulaceae
693	Oha	Delissea subcordata	Endangered	FALSE	Campanulaceae
533	`Oha wai	Clermontia drepanomorpha	Endangered	FALSE	Campanulaceae
671	`Oha wai	Clermontia lindseyana	Endangered	FALSE	Campanulaceae
1097	`Oha wai	Clermontia oblongifolia ssp. brevipes	Endangered	FALSE	Campanulaceae
1098	`Oha wai	Clermontia oblongifolia ssp. mauiensis	Endangered	FALSE	Campanulaceae
672	`Oha wai	Clermontia peleana	Endangered	FALSE	Campanulaceae
