ECOS Listed Species ID	ESA Listing Date	Delisting Date	Delisting Reason
1170	7/31/1997		
679	7/1/1986		
6495	6/2/1970		
10913	1/12/2015		
489	4/27/1993		
384	3/16/1998		
533	10/10/1996		
373	3/16/1998		
2810	9/16/2016		
463	1/14/2000		
205	5/23/1996		
4626	6/2/1970		
9126	2/16/2006		
122	8/27/1984		
1709	10/31/2016		
1730	6/2/1970		
4224	7/24/2012		
1010	2/9/2000		
5559	6/2/1970		
8292	6/2/1970		
2153	10/28/1975		
79	3/11/1967		
5453	7/27/1979		
105	10/13/1970		
10370	11/13/2014		
150	4/18/2000		
7131	6/2/1970		
74	3/11/1967		
6100	1/14/1991		
106	10/13/1970		
112	10/28/1975		
78	3/11/1967		
10073	10/20/2017		
77	3/11/1967		
65	3/11/1967		
68	3/11/1967		
99	10/13/1970		
81	3/11/1967		
11333	10/13/1970		
7115	4/10/1990		
7395	6/2/1970		
296	7/1/1986		
2382	12/2/1970		
4569	12/18/1979		
485	1/14/2000		
109	10/13/1970		
6203	6/2/1970		
113	10/28/1975		
397	2/12/1981		
64	3/11/1967		
98	10/13/1970		
1658	6/2/1970		
6522	5/13/2010		
4136	5/13/2010		
86	3/11/1967		
100	3/11/1967		
4910	10/6/2005		
217	3/11/1967		
794	11/26/1979		
211	3/11/1967		
1153	9/26/1991		
639	6/27/1985		
825	11/29/1979		
969	6/21/1990		
8236	1/12/1995		
3842	6/14/2001		
792	11/28/1979		
3849	10/10/2013		
845	3/4/1994		
5715	6/14/2001		
11381	3/31/2016		
5321	6/2/1970		
7613	7/27/1979		
3063	6/14/1976		
10018	9/12/2018		
5180	8/2/1999		
3034	6/14/1976		
1682	7/27/1979		
475	2/5/1982		
2130	9/12/2011		
192	1/3/1977		
4130	5/16/1986		
704	12/8/1979		
2608	6/2/1970		
1180	10/10/1996		
737	2/25/1994		
917	3/4/1994		
6729	6/2/1970		
7696	6/2/1970		
999	11/10/1994		
221	3/11/1967		
1569	9/28/1990		
8220	6/2/1970		
368	6/21/1990		
10128	1/22/2016		
5981	8/12/2002		
732	10/29/1991		
7531	6/2/1970		
1012	2/5/1988		
6233	12/2/1970		
1561	12/2/1970		
6536	5/13/2010		
4369	11/19/1986		
715	8/21/1985		
2499	6/2/1970		
10301	2/6/2012		
411	10/28/1998		
1074	10/13/1998		
10310	11/13/2014		
810	2/25/1994		
6507	9/14/2009		
229	10/13/1970		
2993	7/27/1979		
5868	1/14/1993		
563	10/10/1996		
2743	9/30/1991		
521	10/22/1997		
6468	6/14/1976		
3730	6/14/1976		
719	11/9/1984		
7512	6/14/2001		
6	3/11/1967		
780	3/4/1994		
1179	10/10/1996		
667	12/15/1994		
6116	6/2/1970		
6672	10/14/2014		
7612	9/26/1994		
422	6/8/1976		
951	3/4/1994		
11652	5/15/2020		
3412	11/24/2014		
7761	6/2/1970		
958	8/24/1994		
344	1/10/1997		
276	8/31/1984		
1207	5/15/1992		
857	5/27/1978		
10151	4/13/2011		
335	11/14/1988		
1042	4/4/1988		
444	12/5/1997		
10023	6/24/2014		
868	6/22/1992		
2883	12/2/1970		
11398	6/23/2017		
1477	7/24/2012		
11178	5/6/2016		
531	3/20/2000		
4533	11/29/2013		
1650	6/14/1976		
1057	3/7/1995		
3343	6/2/1970		
10378	2/26/2013		
10227	6/27/2013		
6936	6/2/1970		
493	9/19/1994		
230	10/13/1970		
10338	11/13/2014		
7762	6/2/1970		
4113	6/2/1970		
7814	6/2/1970		
3010	10/19/1976		
2599	7/24/1985		
291	7/18/1988		
853	8/21/1985		
2425	6/14/1976		
21	4/28/1976		
6414	6/2/1970		
1563	6/2/1970		
10706	1/30/2014		
596	8/12/1998		
585	6/18/1997		
1148	10/10/1996		
1905	6/14/2001		
7044	6/2/1970		
306	2/4/1994		
615	7/19/1984		
111	6/4/1973		
633	8/24/1989		
3388	5/13/2010		
4928	6/2/1970		
649	2/25/1994		
4275	1/12/1995		
8621	1/12/2015		
93	3/11/1967		
3208	6/2/1970		
107	10/13/1970		
1657	12/2/1970		
5856	6/14/2001		
1025	1/29/1997		
5282	6/2/1970		
370	6/30/1993		
862	11/10/1994		
131	12/11/1985		
330	6/14/1976		
731	3/28/1994		
4201	10/18/2012		
516	10/13/1998		
407	1/9/1991		
3096	6/2/1970		
8177	6/2/1970		
785	8/3/1993		
7133	6/2/1970		
11177	5/6/2016		
90	6/2/1970		
266	3/11/1967		
4332	6/14/1976		
7858	6/14/1976		
11352	6/2/1970		
454	12/18/1997		
4966	1/23/1984		
7611	6/14/1976		
314	9/6/1994		
6587	1/12/1995		
807	11/14/1991		
10910	7/17/2013		
3084	10/18/2012		
6662	9/8/2011		
3854	6/14/1976		
3983	6/14/1976		
9689	3/20/2007		
5843	7/27/1979		
1205	9/26/1994		
681	12/6/1979		
1135	2/25/1994		
2329	6/2/1970		
9001	10/21/2013		
4030	6/27/2013		
8071	9/29/2020		
609	8/8/1997		
537	10/10/1996		
1146	10/29/1991		
11378	7/29/2016		
725	5/15/1992		
254	10/11/1983		
5579	6/14/1976		
1013	10/14/1998		
4680	10/31/2016		
3880	6/14/1976		
3318	3/11/1967		
512	8/12/1998		
6129	12/2/1970		
1027	10/13/1998		
567	10/10/1996		
10734	9/2/2014		
6040	6/2/1970		
8241	8/2/1999		
216	3/11/1967		
103	10/13/1970		
7875	5/17/1979		
919	3/4/1994		
3043	12/2/1970		
2214	6/14/1976		
309	7/20/1994		
673	3/4/1994		
10298	2/6/2012		
4114	6/14/1976		
1645	10/31/2016		
7520	6/14/1976		
5265	4/13/2011		
204	12/16/1994		
1136	10/10/1996		
5030	6/2/1970		
10300	2/6/2012		
356	9/28/1990		
1199	10/28/1992		
1415	10/13/2016		
2346	1/12/1995		
10013	4/13/2011		
310	11/17/2000		
1068	10/8/1992		
8158	6/4/1973		
1907	1/16/2008		
1056	2/3/1995		
481	10/31/1988		
10361	11/13/2014		
2495	9/2/2005		
7432	6/2/1970		
6281	6/2/1970		
2621	6/2/1970		
781	2/25/1994		
8683	5/9/2014		
4143	10/19/1976		
10321	11/13/2014		
10077	6/19/2009		
255	4/30/1986		
10351	11/13/2014		
1213	6/9/1993		
813	7/21/1989		
2278	10/18/2012		
10016	11/2/2015		
8172	7/9/2013		
3845	6/2/1970		
7020	6/2/1970		
812	8/26/1988		
5177	7/27/1979		
3858	6/2/1970		
7350	6/2/1970		
8462	11/16/2005		
187	10/20/1993		
995	9/30/1988		
1072	4/19/1991		
2868	9/28/1990		
2266	1/16/2008		
7537	6/22/1983		
782	10/29/1991		
8122	6/4/1973		
9498	10/15/2007		
5709	11/29/2013		
1142	3/4/1994		
647	12/2/1991		
1093	10/29/1991		
517	10/14/1998		
327	6/14/1976		
7912	6/2/1970		
7099	9/28/1990		
449	9/16/1988		
815	1/14/1991		
599	2/6/1997		
10033	10/1/2010		
707	4/26/1985		
10376	2/26/2013		
151	3/11/1967		
1223	3/28/1994		
2940	12/8/1994		
2517	5/13/2010		
1429	9/30/1991		
4648	5/15/2020		
5748	9/12/2011		
5790	6/2/1970		
3054	11/29/2013		
5027	12/2/1970		
4769	9/14/2009		
2424	3/29/2006		
694	9/12/1977		
202	1/17/1984		
4300	4/22/1992		
1611	6/14/1976		
763	10/2/1991		
1250	5/9/2006		
603	10/10/1996		
798	9/30/1991		
1149	1/14/1992		
1052	9/20/1991		
510	10/6/1998		
484	9/3/1998		
5719	9/8/2011		
526	8/8/1997		
10076	9/25/2014		
10511	1/22/2016		
4293	5/4/2000		
1201	2/17/1988		
3907	6/14/1976		
1181	10/10/1996		
2694	12/2/1970		
3328	10/19/1976		
837	5/6/1982		
4437	7/9/2013		
4104	6/14/1976		
401	4/15/1994		
37	1/30/1985		
1088	9/28/2001		
1019	4/7/1993		
2736	6/2/1970		
708	12/15/1994		
3962	10/28/1975		
1138	10/10/1996		
506	10/14/1998		
622	10/29/1991		
273	10/28/1986		
10479	11/29/2013		
268	10/10/1989		
5388	11/29/2013		
7178	6/2/1970		
6444	6/14/1976		
5754	5/16/1986		
859	9/29/1978		
166	8/21/1978		
91	3/11/1967		
1066	5/15/1992		
4601	1/23/1984		
4094	1/14/1993		
8334	6/2/1970		
4158	7/27/1979		
1700	6/2/1970		
11374	11/6/2015		
334	6/14/1976		
1695	6/2/1970		
4773	8/4/2004		
247	10/11/1977		
10237	5/26/2021		
6178	12/2/1970		
5696	6/2/1970		
8283	6/22/1983		
505	4/22/1998		
460	12/26/2000		
778	2/25/1994		
3966	6/2/1970		
4964	6/2/1970		
4754	10/31/2016		
972	10/13/1998		
4543	6/2/1970		
364	2/5/1988		
7786	9/14/2015		
1077	8/24/1994		
641	5/20/1985		
717	5/13/1992		
1502	5/13/2010		
4274	6/17/1998		
5238	3/20/1980		
721	6/27/1994		
1548	6/14/1976		
3921	10/19/1976		
702	11/28/1979		
627	12/8/1979		
2308	6/14/2001		
530	11/20/1997		
858	3/26/1997		
9432	5/7/2007		
4238	6/27/2013		
10591	10/31/2016		
905	7/18/1988		
300	4/22/1992		
10483	11/29/2013		
5065	2/2/2018		
325	6/14/1976		
436	8/8/1980		
10484	1/24/1998		
3704	6/2/1970		
1591	6/14/1976		
1145	8/3/1993		
5288	7/9/2021		
2932	7/9/2021		
5088	6/2/1970		
3344	6/2/1970		
40	7/8/1988		
1623	10/31/2016		
416	10/28/1998		
1151	10/10/1996		
7807	6/14/1976		
1104	10/8/1992		
686	3/4/1994		
3596	8/4/2014		
889	10/7/1996		
3592	10/31/2016		
561	10/10/1996		
3364	12/2/2010		
445	1/26/1995		
5258	7/27/1979		
7492	6/2/1970		
497	10/10/1996		
7989	6/17/1998		
1081	6/8/1992		
2921	6/4/1973		
172	1/14/1991		
4565	5/23/2013		
4997	6/2/1970		
6469	10/3/2013		
5746	6/2/1970		
726	10/29/1991		
936	11/25/1994		
6176	10/31/2016		
11355	6/2/1970		
11349	3/28/2019		
5280	1/14/1993		
724	2/25/1994		
1267	4/8/2003		
2758	6/27/2013		
654	10/8/1992		
583	3/26/1997		
114	10/28/1975		
748	12/2/1991		
7157	12/2/1970		
678	10/29/1978		
659	10/10/1996		
241	9/28/1989		
5186	10/31/2016		
1144	10/10/1996		
648	11/10/1994		
89	3/11/1967		
9493	10/15/2007		
3126	7/24/2012		
298	4/22/1992		
1084	10/10/1996		
1509	8/2/1999		
522	3/26/1997		
753	8/17/1994		
626	5/8/1985		
472	12/26/2000		
4984	3/20/1980		
1220	1/18/1995		
2914	6/14/1976		
2770	6/2/1970		
2612	6/2/1970		
4396	6/2/1970		
9497	10/15/2007		
682	11/26/1979		
666	6/22/1992		
137	8/3/1987		
63	1/27/1998		
2818	6/2/1970		
1487	6/4/1973		
38	1/5/1987		
11653	6/15/2020		
258	10/26/1984		
265	10/10/1989		
3334	7/27/1979		
10908	11/13/2014		
7847	11/7/2011		
992	9/28/1989		
998	6/20/1986		
978	9/1/1987		
232	10/13/1970		
10144	4/13/2011		
2192	6/14/2001		
1071	10/10/1996		
412	10/28/1998		
5436	1/5/2010		
6503	8/12/2002		
7266	6/14/1976		
504	5/26/1999		
4269	10/19/1976		
11375	11/6/2015		
9507	10/15/2007		
535	10/10/1996		
11353	6/2/1970		
10382	2/26/2013		
3310	6/2/1970		
126	2/25/1986		
301	6/10/1998		
1171	8/12/1998		
7046	10/18/2012		
3669	3/28/1972		
586	1/29/1997		
7583	1/12/1995		
2823	10/5/2012		
1584	6/2/1970		
1209	7/8/1992		
4799	8/2/1999		
3143	6/4/1973		
4153	6/2/1970		
447	9/16/1988		
893	8/13/1985		
4719	6/2/1970		
194	7/14/1980		
80	3/11/1967		
1183	10/10/1996		
9338	9/15/2009		
409	12/14/1992		
4411	10/10/2012		
246	10/11/1977		
359	9/28/1989		
842	2/3/1995		
6635	1/12/1995		
722	11/29/1979		
4483	1/28/1982		
440	7/13/1989		
10340	11/13/2014		
927	9/28/1987		
928	8/24/1994		
591	10/10/1996		
735	4/29/1986		
10715	9/4/2014		
4972	6/2/1970		
3823	12/2/1970		
3583	6/14/1976		
9220	9/8/2011		
10142	4/13/2011		
9329	9/2/2010		
269	12/20/1994		
1320	5/16/1986		
762	9/12/1977		
2061	5/26/2020		
7529	5/13/2010		
1147	10/10/1996		
5815	8/2/1999		
6826	6/14/1976		
6220	6/17/1998		
7873	6/2/1970		
2056	6/2/1970		
2528	6/17/1998		
2448	8/7/2000		
3133	6/2/1970		
930	7/13/1984		
968	2/25/1994		
9958	5/13/2010		
9494	10/15/2007		
3260	7/27/1979		
1105	10/10/1996		
1631	6/14/1976		
9324	3/24/2011		
5704	6/2/1970		
7368	12/2/1970		
3226	6/14/2001		
7480	1/5/2010		
758	10/29/1991		
5412	7/24/2012		
10381	2/26/2013		
9021	6/28/2005		
597	8/7/1996		
9501	10/15/2007		
3020	10/31/2016		
3149	6/2/1970		
164	3/6/1978		
640	7/13/1989		
3336	9/27/1990		
2107	7/27/1979		
1078	7/19/1990		
542	1/29/1997		
200	8/18/1989		
850	10/8/1992		
1609	5/13/2010		
10297	2/6/2012		
7101	5/21/1979		
2859	10/31/2016		
760	9/12/1977		
8288	6/2/1970		
132	3/5/1993		
886	10/6/1998		
1037	1/14/1992		
6675	6/22/1983		
9499	10/15/2007		
5010	6/2/1970		
7297	10/19/1976		
5263	12/2/1970		
898	2/3/1995		
227	10/13/1970		
689	5/5/1986		
5698	1/12/1995		
7903	9/16/2010		
6297	11/2/2005		
8312	6/2/1970		
548	10/14/1998		
142	6/26/1990		
3000	7/14/1980		
348	4/7/1987		
525	10/18/1996		
4946	12/2/1970		
1184	10/10/1996		
6002	2/29/1984		
5239	6/14/1976		
498	10/22/1997		
10223	6/27/2013		
2842	6/17/1998		
5147	6/2/1970		
3924	6/2/1970		
7635	6/14/1976		
765	12/5/1994		
1444	6/14/1976		
768	3/28/1994		
2118	5/13/2010		
670	12/15/1994		
307	12/27/1993		
1073	1/17/1992		
2749	6/2/1970		
1089	10/6/1998		
5076	6/14/1976		
3728	10/18/2012		
3447	6/14/1976		
8503	10/24/2011		
528	3/20/2000		
270	5/22/1990		
464	9/16/1988		
3515	12/2/1970		
1168	1/29/1997		
7242	6/2/1970		
10150	4/13/2011		
588	2/3/2000		
8323	10/19/1976		
279	2/20/1987		
950	9/28/1988		
1067	10/10/1996		
729	9/30/1991		
2924	6/4/1973		
7170	5/13/2010		
700	11/28/1979		
1614	12/7/1979		
2769	12/2/1970		
4097	10/19/1976		
1018	12/20/1985		
51	2/3/1994		
7670	8/4/2014		
6727	6/14/1976		
1224	3/28/1994		
5582	12/2/1970		
3482	12/2/1970		
3809	6/14/1976		
955	9/20/1991		
4022	3/20/1980		
259	8/31/1984		
4237	7/22/2016		
6969	11/29/2013		
1062	10/10/1996		
4830	10/19/1976		
3795	1/27/2011		
3503	6/2/1970		
10379	2/26/2013		
225	10/13/1970		
2822	8/15/2019		
1132	12/5/1994		
1128	5/15/1992		
7304	6/2/1970		
1230	5/15/1992		
2086	7/27/1979		
5753	6/4/1973		
11380	8/31/2016		
11201	5/9/2016		
3069	1/28/2019		
8041	6/2/1970		
1107	9/20/1991		
844	5/27/1978		
6810	6/2/1970		
1579	6/14/1976		
7976	6/14/1976		
3390	6/2/1970		
11513	3/4/2021		
860	10/29/1991		
240	8/18/1989		
10341	11/13/2014		
4266	1/23/1984		
6518	6/2/1970		
1166	10/13/1998		
8175	9/28/1990		
867	10/10/1996		
2265	10/18/2012		
9504	10/15/2007		
6632	6/27/2013		
4312	6/14/1976		
1021	10/6/1998		
305	3/5/1993		
7127	6/2/1970		
294	8/5/1985		
551	12/10/1999		
766	2/25/1994		
10517	6/30/2014		
10903	11/13/2014		
579	6/18/1997		
2291	5/16/1986		
399	12/14/1992		
7860	10/19/1976		
10733	9/2/2014		
610	2/16/2000		
207	7/2/2002		
3622	6/2/1970		
802	10/29/1978		
534	11/20/1997		
351	6/27/1985		
57	4/20/1999		
6944	6/14/1976		
10102	8/30/2018		
685	5/15/1992		
2803	1/27/2011		
10020	6/24/2014		
4914	12/2/1970		
10143	4/13/2011		
855	10/22/1997		
8206	6/2/1970		
56	3/18/1998		
6617	10/11/2013		
767	2/25/1994		
1124	2/26/1993		
358	1/10/1997		
316	11/28/2001		
10323	11/13/2014		
2306	9/2/2005		
912	12/4/1987		
5718	6/14/2001		
6681	6/14/1976		
1169	9/9/1994		
11382	4/28/2016		
8330	1/23/1984		
4941	1/12/1995		
8059	12/2/1970		
2614	6/14/1976		
11179	5/6/2016		
1345	6/2/1970		
4377	10/18/2012		
5104	5/13/2010		
4041	1/12/1995		
9489	10/15/2007		
2918	10/19/1976		
1212	6/9/1993		
3716	6/14/1976		
11377	2/19/2016		
790	5/27/1978		
374	1/22/1993		
6725	6/2/1970		
10312	11/13/2014		
6123	6/2/1970		
6249	1/12/1995		
954	10/10/1996		
728	10/29/1991		
3154	5/13/2010		
994	3/10/1989		
687	10/10/1996		
7636	3/11/1967		
879	12/15/1994		
3207	6/14/1976		
7232	6/14/1976		
1004	3/28/1985		
2998	1/12/1995		
1200	6/22/1992		
1121	1/13/1997		
5456	6/22/1983		
674	3/4/1994		
903	2/4/1994		
4063	9/30/1991		
5603	12/2/1970		
5466	6/2/1970		
961	5/15/1992		
11670	5/7/2014		
3775	12/2/1970		
3439	6/2/1970		
1206	6/16/1987		
213	3/11/1967		
7037	12/2/1970		
58	3/6/2002		
558	10/20/1999		
7502	6/14/1976		
9491	10/15/2007		
4146	6/14/1976		
165	3/6/1978		
4431	10/20/2017		
1020	9/28/2001		
2514	12/29/1999		
6820	6/2/1970		
6405	6/14/1976		
1904	6/2/1970		
2817	9/27/1990		
2036	10/31/2016		
541	1/29/1997		
672	3/4/1994		
10019	11/2/2015		
4427	6/14/1976		
7146	6/2/1970		
6749	6/2/1970		
312	4/12/2000		
10145	6/2/1970		
540	1/26/2000		
5658	6/17/1998		
1680	6/14/2001		
5106	6/2/1970		
990	8/21/1985		
143	10/1/1992		
10230	6/27/2013		
341	9/29/1989		
299	11/23/1998		
396	4/15/1994		
7577	6/14/1976		
1175	10/10/1996		
251	8/15/1980		
9502	10/15/2007		
973	5/20/1985		
10911	1/12/2015		
7834	8/2/1999		
8026	6/2/1970		
1537	12/2/1970		
5528	6/14/1976		
3472	10/18/2012		
8349	6/14/2001		
1099	2/25/1994		
4315	1/12/1995		
5814	6/2/1970		
4503	1/27/2011		
1710	8/1/2014		
1106	3/28/1994		
1865	3/11/1967		
3352	3/20/1980		
6578	6/18/1997		
6596	7/9/2013		
2358	9/20/1979		
424	6/25/1991		
10314	11/13/2014		
4406	6/2/1970		
7708	6/2/1970		
223	3/11/1967		
7167	6/5/2014		
145	3/30/1993		
495	2/3/1997		
546	3/20/2000		
9332	9/2/2010		
1693	10/18/2012		
1026	7/8/1986		
1040	4/22/1992		
750	9/28/1990		
1783	7/8/2014		
3199	6/2/1970		
3292	10/31/2016		
6334	9/13/1984		
4889	10/30/1989		
6966	11/20/1996		
1129	10/10/1996		
979	2/3/1995		
9334	10/29/2010		
2510	6/2/1970		
11364	6/2/1970		
6598	7/27/1979		
565	9/3/1999		
885	7/28/1993		
650	10/8/1992		
1130	7/31/1997		
4157	12/2/1970		
1271	7/27/1979		
3832	5/13/2010		
7671	6/2/1970		
7071	6/2/1970		
355	1/10/1997		
5225	6/2/1970		
508	10/22/1997		
6019	10/18/2012		
324	6/14/1976		
181	7/7/1987		
2316	6/14/2001		
2834	6/14/1976		
1102	9/3/1999		
7935	7/27/1979		
2778	5/13/2010		
441	3/7/1994		
10034	9/15/2009		
7527	6/2/1970		
10377	2/26/2013		
2727	5/13/2010		
920	5/1/1991		
1453	6/14/1976		
7658	6/14/1976		
11350	3/28/2019		
3267	10/9/2014		
727	10/8/1992		
5731	10/16/1979		
3349	6/14/1976		
5434	3/26/2014		
9495	10/15/2007		
390	8/2/1978		
272	10/20/1999		
6335	6/14/1976		
2683	6/27/2013		
4479	8/8/2013		
1094	10/29/1991		
931	8/1/1985		
6340	6/14/1976		
242	9/25/1987		
4552	6/4/1973		
514	10/13/1998		
608	10/18/1996		
1897	6/14/2001		
4349	6/23/1992		
3540	10/18/2012		
1521	5/13/2010		
10106	8/30/2018		
2873	10/19/1976		
581	10/10/1996		
8921	9/1/1988		
1082	7/19/1990		
5211	1/12/1995		
6235	6/2/1970		
2430	1/7/1992		
1760	10/31/2016		
7864	6/14/1976		
5345	6/2/1970		
3232	6/14/1976		
10052	12/8/2008		
1079	7/13/1989		
5118	6/14/1976		
352	1/22/1993		
1718	6/14/1976		
8096	1/12/1995		
7181	12/10/1979		
3856	6/2/1970		
3801	6/14/1976		
786	3/26/1997		
1941	6/14/1976		
872	9/28/1988		
2281	6/2/1970		
1133	10/10/1996		
605	10/10/1996		
9961	5/13/2010		
1208	3/28/1994		
9333	9/2/2010		
7931	6/2/1970		
7545	10/19/1976		
3478	6/2/1970		
10735	9/2/2014		
10700	12/28/2012		
6600	9/28/1990		
718	4/5/1990		
1226	10/29/1991		
2331	4/2/1990		
1992	9/12/2011		
523	10/14/1998		
2103	10/19/1976		
4296	11/4/2013		
873	9/18/1985		
7894	6/14/1976		
10320	11/13/2014		
1968	6/27/2013		
5690	12/2/1970		
141	4/3/1991		
814	1/14/1991		
486	11/20/1992		
8357	5/13/2010		
943	4/5/1990		
5738	6/14/1976		
5584	9/2/2005		
2542	3/28/1972		
6369	1/12/1995		
4459	12/2/1970		
4687	6/14/1976		
3163	6/2/1970		
774	10/8/1992		
8193	6/4/1973		
3387	5/13/2010		
4031	12/2/1970		
6848	6/14/1976		
1508	7/27/1979		
520	10/18/1996		
214	3/11/1967		
7514	10/19/1976		
8392	1/8/1987		
7953	6/2/1970		
612	10/22/1997		
4509	6/2/1970		
6565	6/2/1970		
981	10/29/1991		
337	6/14/1976		
41	6/6/1985		
6453	6/14/1976		
9708	8/31/2012		
4664	6/22/1983		
236	10/11/1977		
2525	6/2/1970		
2860	6/27/2013		
773	2/25/1994		
1886	6/14/1976		
963	10/29/1991		
468	2/6/1995		
1016	5/13/1992		
9960	5/13/2010		
1035	8/20/1998		
3568	6/2/1970		
2970	6/27/2013		
1916	1/23/1984		
7154	9/14/2009		
4440	1/23/1984		
6599	6/14/1976		
7952	6/2/1970		
7287	8/13/1980		
6774	6/22/1983		
5818	6/2/1970		
482	10/12/1983		
4706	5/16/1986		
1831	8/1/2014		
4417	6/2/1970		
630	1/3/1995		
6704	6/14/1976		
1055	7/19/1990		
219	3/11/1967		
7610	3/26/2014		
7120	7/27/1979		
3630	6/2/1970		
340	6/14/1976		
10022	3/28/2019		
618	10/29/1991		
7116	10/31/2016		
248	5/15/1978		
6173	12/2/1970		
5763	10/31/2016		
415	10/28/1998		
203	7/22/2002		
1182	10/10/1996		
1969	6/14/1976		
28	11/15/1984		
7972	7/27/1979		
8272	6/2/1970		
7321	10/19/1976		
473	12/26/2000		
1173	10/7/1996		
438	9/18/1987		
1075	10/10/1996		
926	5/20/1985		
743	5/20/1985		
476	10/4/1982		
430	12/5/1997		
3722	5/7/2018		
751	10/6/1993		
658	2/3/1995		
771	12/5/1994		
8861	5/15/2008		
425	6/22/1992		
423	6/8/1976		
595	10/22/1997		
593	10/22/1997		
1058	10/20/1980		
575	10/10/1996		
769	5/15/1992		
772	2/25/1994		
577	10/10/1996		
770	9/3/1999		
779	11/10/1994		
290	10/23/1991		
448	9/16/1988		
452	9/23/1993		
130	12/11/1985		
601	10/10/1996		
7979	10/18/2012		
11191	5/6/2016		
986	11/10/1994		
1197	10/29/1991		
864	9/20/1991		
1497	6/27/2013		
801	5/13/1992		
839	5/13/1992		
590	10/10/1996		
2619	5/13/2010		
602	10/10/1996		
664	5/13/1992		
747	10/10/1996		
10585	10/31/2016		
1083	1/14/1991		
636	9/1/1988		
822	10/29/1991		
1163	10/8/1992		
8303	10/18/2012		
1155	10/8/1992		
1194	9/26/1994		
1202	9/26/1994		
623	10/29/1991		
684	10/10/1996		
848	10/29/1991		
1232	9/3/1999		
829	10/8/1992		
806	3/4/1994		
800	11/10/1994		
5281	3/15/2012		
343	10/23/1991		
4490	4/12/2012		
328	6/20/1991		
238	2/27/1978		
342	6/14/1976		
11176	5/6/2016		
